RT	Name	EdU_4h_OCT4_18h_OFF_ES	EdU_4h_OCT4_18h_OFF_MS	EdU_4h_OCT4_18h_OFF_LS	EdU_4h_OCT4_ON_ES	EdU_4h_OCT4_ON_MS	EdU_4h_OCT4_ON_LS
ES	IZ1458	0.630513	NA	NA	0.558452	NA	NA
ES	IZ1459	0.548989	NA	NA	0.570997	NA	NA
ES	IZ1460	0.968314	NA	NA	0.948313	NA	NA
ES	IZ1461	0.663689	NA	NA	0.836881	NA	NA
ES	IZ1462	0.791314	NA	NA	0.990881	NA	NA
ES	IZ1463	0.621396	NA	NA	0.675752	NA	NA
ES	IZ1464	0.575313	NA	NA	0.530094	NA	NA
ES	IZ1465	0.654845	NA	NA	0.609825	NA	NA
ES	IZ1466	0.722182	NA	NA	0.778841	NA	NA
ES	IZ1467	0.765001	NA	NA	0.727107	NA	NA
ES	IZ1468	0.901727	NA	NA	0.772593	NA	NA
ES	IZ1469	0.753581	NA	NA	0.685374	NA	NA
ES	IZ1470	0.850057	NA	NA	0.793436	NA	NA
ES	IZ1471	0.820448	NA	NA	0.798069	NA	NA
ES	IZ1472	0.568981	NA	NA	0.656559	NA	NA
ES	IZ1473	0.503918	NA	NA	0.606884	NA	NA
ES	IZ1474	0.566706	NA	NA	0.52928	NA	NA
ES	IZ1475	0.574551	NA	NA	0.603131	NA	NA
ES	IZ1476	0.509229	NA	NA	0.608153	NA	NA
ES	IZ1477	0.559107	NA	NA	0.545109	NA	NA
ES	IZ1478	0.712818	NA	NA	0.756467	NA	NA
ES	IZ1479	0.745985	NA	NA	0.762728	NA	NA
ES	IZ1480	0.755626	NA	NA	0.80308	NA	NA
ES	IZ1481	0.842209	NA	NA	0.714171	NA	NA
ES	IZ1482	0.790054	NA	NA	0.732523	NA	NA
ES	IZ1483	0.762464	NA	NA	0.730039	NA	NA
ES	IZ1484	1.11417	NA	NA	1.06518	NA	NA
ES	IZ1485	0.846012	NA	NA	1.03928	NA	NA
ES	IZ1486	0.764471	NA	NA	0.87985	NA	NA
ES	IZ1487	0.528217	NA	NA	0.79555	NA	NA
ES	IZ1488	0.613813	NA	NA	0.659494	NA	NA
ES	IZ1489	0.58975	NA	NA	0.72542	NA	NA
ES	IZ1490	0.587478	NA	NA	0.684537	NA	NA
ES	IZ1491	0.825738	NA	NA	0.782191	NA	NA
ES	IZ1492	0.691034	NA	NA	0.732091	NA	NA
ES	IZ1493	0.537834	NA	NA	0.634019	NA	NA
ES	IZ1494	0.522622	NA	NA	0.544257	NA	NA
ES	IZ1495	0.617356	NA	NA	0.615243	NA	NA
ES	IZ1496	0.622418	NA	NA	0.689108	NA	NA
ES	IZ1497	0.72422	NA	NA	0.76384	NA	NA
ES	IZ1498	0.855644	NA	NA	0.947902	NA	NA
ES	IZ1499	0.870051	NA	NA	0.898237	NA	NA
ES	IZ1500	0.701935	NA	NA	0.960829	NA	NA
ES	IZ1501	0.642165	NA	NA	0.816412	NA	NA
ES	IZ1502	0.624448	NA	NA	0.85983	NA	NA
ES	IZ1503	0.755373	NA	NA	0.929118	NA	NA
ES	IZ1504	0.738393	NA	NA	0.874029	NA	NA
ES	IZ1505	0.858936	NA	NA	0.980039	NA	NA
ES	IZ1506	0.880449	NA	NA	0.865251	NA	NA
ES	IZ1507	0.91083	NA	NA	0.805563	NA	NA
ES	IZ1508	0.928309	NA	NA	0.972538	NA	NA
ES	IZ1509	1.00654	NA	NA	0.992549	NA	NA
ES	IZ1510	0.767271	NA	NA	0.62526	NA	NA
ES	IZ1511	0.817645	NA	NA	0.597288	NA	NA
ES	IZ1512	1.03467	NA	NA	0.892379	NA	NA
ES	IZ1513	0.618859	NA	NA	0.680337	NA	NA
ES	IZ1514	0.527727	NA	NA	0.615657	NA	NA
ES	IZ1515	0.581901	NA	NA	0.609406	NA	NA
ES	IZ1516	0.582158	NA	NA	0.624417	NA	NA
ES	IZ1517	0.489468	NA	NA	0.647378	NA	NA
ES	IZ1518	0.711306	NA	NA	0.726689	NA	NA
ES	IZ1519	0.607485	NA	NA	0.672007	NA	NA
ES	IZ1520	0.660907	NA	NA	0.65155	NA	NA
ES	IZ1521	0.702938	NA	NA	0.674507	NA	NA
ES	IZ1522	0.692306	NA	NA	0.629439	NA	NA
ES	IZ1523	0.726998	NA	NA	0.682434	NA	NA
ES	IZ1524	0.81691	NA	NA	0.819351	NA	NA
ES	IZ1525	0.689268	NA	NA	0.804742	NA	NA
ES	IZ1526	0.685983	NA	NA	0.713734	NA	NA
ES	IZ1527	0.812329	NA	NA	0.727937	NA	NA
ES	IZ1528	0.755624	NA	NA	0.631946	NA	NA
ES	IZ1529	0.873084	NA	NA	0.852726	NA	NA
ES	IZ1530	0.671045	NA	NA	0.782195	NA	NA
ES	IZ1531	0.774866	NA	NA	0.838964	NA	NA
ES	IZ1532	1.14658	NA	NA	1.04013	NA	NA
ES	IZ1533	0.810803	NA	NA	0.659473	NA	NA
ES	IZ1534	0.693574	NA	NA	0.569321	NA	NA
ES	IZ1535	0.685215	NA	NA	0.68953	NA	NA
ES	IZ1536	0.905527	NA	NA	0.834773	NA	NA
ES	IZ1537	1.18506	NA	NA	0.993391	NA	NA
ES	IZ1538	0.887804	NA	NA	0.829778	NA	NA
ES	IZ1539	0.859674	NA	NA	0.718322	NA	NA
ES	IZ1540	0.732326	NA	NA	0.750902	NA	NA
ES	IZ1541	0.66876	NA	NA	0.706227	NA	NA
ES	IZ1542	0.774859	NA	NA	0.657812	NA	NA
ES	IZ1543	1.13443	NA	NA	1.03847	NA	NA
ES	IZ1544	1.13316	NA	NA	1.09942	NA	NA
ES	IZ1545	0.802218	NA	NA	0.821022	NA	NA
ES	IZ1546	0.838146	NA	NA	0.889034	NA	NA
ES	IZ1547	0.664961	NA	NA	0.605221	NA	NA
ES	IZ1548	0.514044	NA	NA	0.515897	NA	NA
ES	IZ1549	0.578342	NA	NA	0.526728	NA	NA
ES	IZ1550	0.407446	NA	NA	0.434936	NA	NA
ES	IZ1551	0.48923	NA	NA	0.531762	NA	NA
ES	IZ1552	0.559883	NA	NA	0.596878	NA	NA
ES	IZ1553	0.54139	NA	NA	0.44327	NA	NA
ES	IZ1554	0.528737	NA	NA	0.488772	NA	NA
ES	IZ1555	0.580131	NA	NA	0.45704	NA	NA
ES	IZ1556	0.519101	NA	NA	0.475832	NA	NA
ES	IZ1557	0.565441	NA	NA	0.526743	NA	NA
ES	IZ1558	0.521373	NA	NA	0.566806	NA	NA
ES	IZ1559	0.551032	NA	NA	0.636526	NA	NA
ES	IZ1560	1.19647	NA	NA	1.20627	NA	NA
ES	IZ1561	1.38815	NA	NA	1.33898	NA	NA
ES	IZ1562	1.2455	NA	NA	0.903169	NA	NA
ES	IZ1563	1.07895	NA	NA	1.07435	NA	NA
ES	IZ1564	0.962756	NA	NA	0.969614	NA	NA
ES	IZ1565	0.966547	NA	NA	0.923274	NA	NA
ES	IZ1566	0.706244	NA	NA	0.792611	NA	NA
ES	IZ1567	0.803979	NA	NA	0.924927	NA	NA
ES	IZ1568	0.738893	NA	NA	0.86151	NA	NA
ES	IZ1569	0.902732	NA	NA	0.907414	NA	NA
ES	IZ1570	1.19699	NA	NA	1.14572	NA	NA
ES	IZ1571	1.08022	NA	NA	1.14739	NA	NA
ES	IZ1572	0.213191	NA	NA	0.228291	NA	NA
ES	IZ1573	0.684209	NA	NA	0.944978	NA	NA
ES	IZ1574	0.739917	NA	NA	0.867336	NA	NA
ES	IZ1575	0.793585	NA	NA	0.924089	NA	NA
ES	IZ1576	0.816886	NA	NA	0.747957	NA	NA
ES	IZ1577	0.692821	NA	NA	0.4654	NA	NA
ES	IZ1578	0.714588	NA	NA	0.551373	NA	NA
ES	IZ1579	0.663415	NA	NA	0.494595	NA	NA
ES	IZ1580	1.0848	NA	NA	0.851895	NA	NA
ES	IZ1581	1.02251	NA	NA	1.06767	NA	NA
ES	IZ1582	0.958205	NA	NA	0.976724	NA	NA
ES	IZ1583	0.235478	NA	NA	0.516693	NA	NA
ES	IZ1584	1.10074	NA	NA	1.27513	NA	NA
ES	IZ1585	0.803989	NA	NA	0.812691	NA	NA
ES	IZ1586	0.68471	NA	NA	0.612331	NA	NA
ES	IZ1587	0.721171	NA	NA	0.570159	NA	NA
ES	IZ1588	0.674834	NA	NA	0.698703	NA	NA
ES	IZ1589	0.739436	NA	NA	0.631947	NA	NA
ES	IZ1590	0.774349	NA	NA	0.621085	NA	NA
ES	IZ1591	0.719159	NA	NA	0.4512	NA	NA
ES	IZ1592	0.507464	NA	NA	0.507547	NA	NA
ES	IZ1593	0.587212	NA	NA	0.469987	NA	NA
ES	IZ1594	0.40289	NA	NA	0.346034	NA	NA
ES	IZ1595	0.774859	NA	NA	0.638614	NA	NA
ES	IZ1596	1.09062	NA	NA	0.962938	NA	NA
ES	IZ1597	1.26358	NA	NA	0.994223	NA	NA
ES	IZ1598	0.947319	NA	NA	0.792643	NA	NA
ES	IZ1599	0.959962	NA	NA	0.873184	NA	NA
ES	IZ1600	0.848303	NA	NA	0.665741	NA	NA
ES	IZ1601	0.893115	NA	NA	0.716641	NA	NA
ES	IZ1602	0.808543	NA	NA	0.873617	NA	NA
ES	IZ1603	1.06886	NA	NA	0.730034	NA	NA
ES	IZ1604	1.20307	NA	NA	0.944141	NA	NA
ES	IZ1605	0.500879	NA	NA	0.394439	NA	NA
ES	IZ1606	0.52062	NA	NA	0.522564	NA	NA
ES	IZ1607	0.891343	NA	NA	0.75549	NA	NA
ES	IZ1608	0.868041	NA	NA	0.743797	NA	NA
ES	IZ1609	0.684951	NA	NA	0.72333	NA	NA
ES	IZ1610	1.16459	NA	NA	1.15995	NA	NA
ES	IZ1611	0.791079	NA	NA	0.808908	NA	NA
ES	IZ1612	0.823217	NA	NA	0.58226	NA	NA
ES	IZ1613	0.846013	NA	NA	0.627758	NA	NA
ES	IZ1614	0.761183	NA	NA	0.744621	NA	NA
ES	IZ1615	0.836646	NA	NA	0.850219	NA	NA
ES	IZ1616	0.827015	NA	NA	0.699548	NA	NA
ES	IZ1617	0.807274	NA	NA	0.833526	NA	NA
ES	IZ1618	0.804733	NA	NA	0.795964	NA	NA
ES	IZ1619	0.782974	NA	NA	0.87904	NA	NA
ES	IZ1620	0.91211	NA	NA	0.89572	NA	NA
ES	IZ1621	0.934403	NA	NA	0.952494	NA	NA
ES	IZ1622	0.657362	NA	NA	0.520068	NA	NA
ES	IZ1623	0.678634	NA	NA	0.569328	NA	NA
ES	IZ1624	0.809801	NA	NA	0.695399	NA	NA
ES	IZ1625	0.790065	NA	NA	0.689557	NA	NA
ES	IZ1626	0.956675	NA	NA	0.851886	NA	NA
ES	IZ1627	0.907023	NA	NA	0.739622	NA	NA
ES	IZ1628	0.931333	NA	NA	0.842307	NA	NA
ES	IZ1629	0.742699	NA	NA	0.814744	NA	NA
ES	IZ1630	0.827023	NA	NA	0.762152	NA	NA
ES	IZ1631	1.19572	NA	NA	0.945819	NA	NA
ES	IZ1632	0.791299	NA	NA	0.788428	NA	NA
ES	IZ1633	0.788522	NA	NA	0.646945	NA	NA
ES	IZ1634	0.751815	NA	NA	0.751719	NA	NA
ES	IZ1635	1.20736	NA	NA	1.05141	NA	NA
ES	IZ1636	1.20357	NA	NA	0.961269	NA	NA
ES	IZ1637	1.26457	NA	NA	1.17704	NA	NA
ES	IZ1638	0.837904	NA	NA	0.838539	NA	NA
ES	IZ1639	0.757396	NA	NA	0.76925	NA	NA
ES	IZ1640	0.9582	NA	NA	0.887391	NA	NA
ES	IZ1641	0.873353	NA	NA	0.949145	NA	NA
ES	IZ1642	0.516573	NA	NA	0.60855	NA	NA
ES	IZ1643	0.486192	NA	NA	0.447448	NA	NA
ES	IZ1644	0.517589	NA	NA	0.560966	NA	NA
ES	IZ1645	0.98958	NA	NA	0.820602	NA	NA
ES	IZ1646	1.0582	NA	NA	1.06311	NA	NA
ES	IZ1647	1.06227	NA	NA	1.09107	NA	NA
ES	IZ1648	1.00477	NA	NA	0.931187	NA	NA
ES	IZ1649	0.885002	NA	NA	0.906568	NA	NA
ES	IZ1650	0.843481	NA	NA	0.68955	NA	NA
ES	IZ1651	0.934853	NA	NA	1.00753	NA	NA
ES	IZ1652	0.823478	NA	NA	0.732944	NA	NA
ES	IZ1653	0.800417	NA	NA	0.730022	NA	NA
ES	IZ1654	0.903751	NA	NA	0.84022	NA	NA
ES	IZ1655	0.560635	NA	NA	0.532598	NA	NA
ES	IZ1656	0.756133	NA	NA	0.70458	NA	NA
ES	IZ1657	0.859957	NA	NA	0.749233	NA	NA
ES	IZ1658	0.978951	NA	NA	1.14448	NA	NA
ES	IZ1659	1.16356	NA	NA	1.05977	NA	NA
ES	IZ1660	0.242587	NA	NA	0.537185	NA	NA
ES	IZ1661	0.954662	NA	NA	0.898237	NA	NA
ES	IZ1662	1.0149	NA	NA	0.881112	NA	NA
ES	IZ1663	1.14684	NA	NA	0.891552	NA	NA
ES	IZ1664	0.929324	NA	NA	0.803908	NA	NA
ES	IZ1665	1.15368	NA	NA	1.15617	NA	NA
ES	IZ1666	1.13467	NA	NA	1.04096	NA	NA
ES	IZ1667	0.859675	NA	NA	0.800556	NA	NA
ES	IZ1668	0.869311	NA	NA	0.861507	NA	NA
ES	IZ1669	0.920963	NA	NA	0.952914	NA	NA
ES	IZ1670	0.901457	NA	NA	0.863154	NA	NA
ES	IZ1671	0.758143	NA	NA	0.796795	NA	NA
ES	IZ1672	0.824477	NA	NA	0.678687	NA	NA
ES	IZ1673	0.63153	NA	NA	0.56849	NA	NA
ES	IZ1674	0.678635	NA	NA	0.656131	NA	NA
ES	IZ1675	0.729293	NA	NA	0.762153	NA	NA
ES	IZ1676	0.654827	NA	NA	0.715397	NA	NA
ES	IZ1677	0.690791	NA	NA	0.740469	NA	NA
ES	IZ1678	0.642423	NA	NA	0.529262	NA	NA
ES	IZ1679	0.692825	NA	NA	0.62025	NA	NA
ES	IZ1680	0.667485	NA	NA	0.701215	NA	NA
ES	IZ1681	0.627991	NA	NA	0.637768	NA	NA
ES	IZ1682	0.748507	NA	NA	0.697871	NA	NA
ES	IZ1683	0.638379	NA	NA	0.63528	NA	NA
ES	IZ1684	0.985797	NA	NA	0.877794	NA	NA
ES	IZ1685	0.707431	NA	NA	0.722017	NA	NA
ES	IZ1686	0.853381	NA	NA	0.689556	NA	NA
ES	IZ1687	0.741676	NA	NA	0.730435	NA	NA
ES	IZ1688	0.791068	NA	NA	0.808475	NA	NA
ES	IZ1689	0.964244	NA	NA	0.913634	NA	NA
ES	IZ1690	1.21444	NA	NA	1.15701	NA	NA
ES	IZ1691	1.28511	NA	NA	1.09065	NA	NA
ES	IZ1692	1.33801	NA	NA	1.10274	NA	NA
ES	IZ1693	1.20685	NA	NA	1.05098	NA	NA
ES	IZ1694	0.685655	NA	NA	0.717843	NA	NA
ES	IZ1695	0.733093	NA	NA	0.767187	NA	NA
ES	IZ1696	1.03264	NA	NA	0.933289	NA	NA
ES	IZ1697	1.14811	NA	NA	1.10401	NA	NA
ES	IZ1698	1.13569	NA	NA	1.01175	NA	NA
ES	IZ1699	1.02406	NA	NA	0.881541	NA	NA
ES	IZ1700	1.00758	NA	NA	0.755073	NA	NA
ES	IZ1701	1.06202	NA	NA	0.971701	NA	NA
ES	IZ1702	1.00984	NA	NA	0.934107	NA	NA
ES	IZ1703	1.01847	NA	NA	0.788045	NA	NA
ES	IZ1704	0.889066	NA	NA	0.76758	NA	NA
ES	IZ1705	0.674093	NA	NA	0.798907	NA	NA
ES	IZ1706	1.08098	NA	NA	1.02719	NA	NA
ES	IZ1707	0.769023	NA	NA	0.800948	NA	NA
ES	IZ1708	0.521132	NA	NA	0.534257	NA	NA
ES	IZ1709	0.364648	NA	NA	0.427417	NA	NA
ES	IZ1710	0.398564	NA	NA	0.340178	NA	NA
ES	IZ1711	0.410735	NA	NA	0.410723	NA	NA
ES	IZ1712	0.620395	NA	NA	0.606896	NA	NA
ES	IZ1713	0.628497	NA	NA	0.592696	NA	NA
ES	IZ1714	0.772829	NA	NA	0.775517	NA	NA
ES	IZ1715	0.773832	NA	NA	0.676182	NA	NA
ES	IZ1716	0.672552	NA	NA	0.643617	NA	NA
ES	IZ1717	0.602162	NA	NA	0.678686	NA	NA
ES	IZ1718	0.541592	NA	NA	0.613093	NA	NA
ES	IZ1719	0.619385	NA	NA	0.530097	NA	NA
ES	IZ1720	0.690776	NA	NA	0.733344	NA	NA
ES	IZ1721	0.681672	NA	NA	0.721666	NA	NA
ES	IZ1722	0.789022	NA	NA	0.693687	NA	NA
ES	IZ1723	0.755601	NA	NA	0.646934	NA	NA
ES	IZ1724	0.805237	NA	NA	0.72375	NA	NA
ES	IZ1725	0.729269	NA	NA	0.751296	NA	NA
ES	IZ1726	0.671542	NA	NA	0.690362	NA	NA
ES	IZ1727	0.634083	NA	NA	0.6453	NA	NA
ES	IZ1728	0.926283	NA	NA	0.890712	NA	NA
ES	IZ1729	0.899441	NA	NA	0.872347	NA	NA
ES	IZ1730	0.997438	NA	NA	0.91533	NA	NA
ES	IZ1731	0.937946	NA	NA	0.955823	NA	NA
ES	IZ1732	0.645204	NA	NA	0.753807	NA	NA
ES	IZ1733	0.487952	NA	NA	0.677849	NA	NA
ES	IZ1734	0.539625	NA	NA	0.747548	NA	NA
ES	IZ1735	0.649773	NA	NA	0.716251	NA	NA
ES	IZ1736	0.818409	NA	NA	0.759678	NA	NA
ES	IZ1737	0.860948	NA	NA	0.727099	NA	NA
ES	IZ1738	0.844481	NA	NA	0.735435	NA	NA
ES	IZ1739	0.652309	NA	NA	0.661978	NA	NA
ES	IZ1740	0.743967	NA	NA	0.634437	NA	NA
ES	IZ1741	0.933893	NA	NA	0.856501	NA	NA
ES	IZ1742	1.11822	NA	NA	0.931599	NA	NA
ES	IZ1743	1.00274	NA	NA	0.767147	NA	NA
ES	IZ1744	0.930588	NA	NA	0.659475	NA	NA
ES	IZ1745	0.962766	NA	NA	0.772187	NA	NA
ES	IZ1746	1.07289	NA	NA	0.871097	NA	NA
ES	IZ1747	1.18001	NA	NA	0.941207	NA	NA
ES	IZ1748	0.510504	NA	NA	0.493365	NA	NA
ES	IZ1749	0.786488	NA	NA	0.78551	NA	NA
ES	IZ1750	0.754363	NA	NA	0.695381	NA	NA
ES	IZ1751	0.637104	NA	NA	0.639459	NA	NA
ES	IZ1752	0.803231	NA	NA	0.95416	NA	NA
ES	IZ1753	0.357043	NA	NA	0.640272	NA	NA
ES	IZ1754	0.321587	NA	NA	0.786362	NA	NA
ES	IZ1755	0.302604	NA	NA	0.754246	NA	NA
ES	IZ1756	0.702933	NA	NA	0.648634	NA	NA
ES	IZ1757	0.570254	NA	NA	0.445779	NA	NA
ES	IZ1758	0.858926	NA	NA	0.847295	NA	NA
ES	IZ1759	0.724212	NA	NA	0.755484	NA	NA
ES	IZ1760	0.74269	NA	NA	0.767154	NA	NA
ES	IZ1761	0.77587	NA	NA	0.6791	NA	NA
ES	IZ1762	0.671027	NA	NA	0.723338	NA	NA
ES	IZ1763	0.703948	NA	NA	0.802218	NA	NA
ES	IZ1764	0.540108	NA	NA	0.644452	NA	NA
ES	IZ1765	0.592026	NA	NA	0.622751	NA	NA
ES	IZ1766	0.728266	NA	NA	0.670336	NA	NA
ES	IZ1767	0.520587	NA	NA	0.333897	NA	NA
ES	IZ1768	0.481623	NA	NA	0.440748	NA	NA
ES	IZ1769	0.96679	NA	NA	0.718334	NA	NA
ES	IZ1770	0.986041	NA	NA	0.970861	NA	NA
ES	IZ1771	0.604688	NA	NA	0.654464	NA	NA
ES	IZ1772	0.586458	NA	NA	0.611894	NA	NA
ES	IZ1773	0.555559	NA	NA	0.541784	NA	NA
ES	IZ1774	0.599111	NA	NA	0.593519	NA	NA
ES	IZ1775	0.536837	NA	NA	0.573518	NA	NA
ES	IZ1776	0.720416	NA	NA	0.670755	NA	NA
ES	IZ1777	0.722705	NA	NA	0.747554	NA	NA
ES	IZ1778	0.75991	NA	NA	0.733359	NA	NA
ES	IZ1779	0.735116	NA	NA	0.740051	NA	NA
ES	IZ1780	0.849557	NA	NA	0.813073	NA	NA
ES	IZ1781	0.940225	NA	NA	0.739208	NA	NA
ES	IZ1782	0.988329	NA	NA	0.809327	NA	NA
ES	IZ1783	1.01718	NA	NA	0.871502	NA	NA
ES	IZ1784	1.01921	NA	NA	0.897394	NA	NA
ES	IZ1785	0.906032	NA	NA	0.825607	NA	NA
ES	IZ1786	0.875397	NA	NA	0.964583	NA	NA
ES	IZ1787	0.917677	NA	NA	0.778432	NA	NA
ES	IZ1788	1.03011	NA	NA	0.752989	NA	NA
ES	IZ1789	1.15973	NA	NA	0.855643	NA	NA
ES	IZ1790	0.890578	NA	NA	0.671168	NA	NA
ES	IZ1791	1.05086	NA	NA	0.84229	NA	NA
ES	IZ1792	0.890342	NA	NA	0.743807	NA	NA
ES	IZ1793	0.88273	NA	NA	0.727946	NA	NA
ES	IZ1794	0.776624	NA	NA	0.702886	NA	NA
ES	IZ1795	0.74093	NA	NA	0.748802	NA	NA
ES	IZ1796	0.790052	NA	NA	0.671593	NA	NA
ES	IZ1797	0.820681	NA	NA	0.664903	NA	NA
ES	IZ1798	0.795124	NA	NA	0.697058	NA	NA
ES	IZ1799	0.753084	NA	NA	0.742966	NA	NA
ES	IZ1800	0.814368	NA	NA	0.802642	NA	NA
ES	IZ1801	0.886269	NA	NA	0.810974	NA	NA
ES	IZ1802	0.822721	NA	NA	0.760506	NA	NA
ES	IZ1803	1.04835	NA	NA	0.894904	NA	NA
ES	IZ1804	1.04275	NA	NA	0.901979	NA	NA
ES	IZ1805	0.861972	NA	NA	0.775518	NA	NA
ES	IZ1806	1.0301	NA	NA	0.845618	NA	NA
ES	IZ1807	0.85381	NA	NA	0.586814	NA	NA
ES	IZ1808	0.824997	NA	NA	0.571836	NA	NA
ES	IZ1809	0.761668	NA	NA	0.706204	NA	NA
ES	IZ1810	0.696345	NA	NA	0.598529	NA	NA
ES	IZ1811	0.705217	NA	NA	0.556391	NA	NA
ES	IZ1812	0.59887	NA	NA	0.572249	NA	NA
ES	IZ1813	0.573805	NA	NA	0.592292	NA	NA
ES	IZ1814	0.614562	NA	NA	0.675339	NA	NA
ES	IZ1815	0.524429	NA	NA	0.562635	NA	NA
ES	IZ1816	0.539364	NA	NA	0.473323	NA	NA
ES	IZ1817	0.541379	NA	NA	0.575166	NA	NA
ES	IZ1818	0.432239	NA	NA	0.505863	NA	NA
ES	IZ1819	0.660401	NA	NA	0.629847	NA	NA
ES	IZ1820	1.49907	NA	NA	1.5627	NA	NA
ES	IZ1821	1.58461	NA	NA	1.47627	NA	NA
ES	IZ1822	0.87107	NA	NA	0.77469	NA	NA
ES	IZ1823	0.880715	NA	NA	0.854416	NA	NA
ES	IZ1824	0.491753	NA	NA	0.505041	NA	NA
ES	IZ1825	0.497841	NA	NA	0.600223	NA	NA
ES	IZ1826	0.69484	NA	NA	0.67786	NA	NA
ES	IZ1827	0.801432	NA	NA	0.704123	NA	NA
ES	IZ1828	0.845999	NA	NA	0.720423	NA	NA
ES	IZ1829	0.83311	NA	NA	0.931201	NA	NA
ES	IZ1830	1.36991	NA	NA	1.22965	NA	NA
ES	IZ1831	0.94681	NA	NA	0.868619	NA	NA
ES	IZ1832	0.728781	NA	NA	0.704558	NA	NA
ES	IZ1833	0.796881	NA	NA	0.693295	NA	NA
ES	IZ1834	0.68599	NA	NA	0.696627	NA	NA
ES	IZ1835	0.709005	NA	NA	0.677831	NA	NA
ES	IZ1836	0.687004	NA	NA	0.647799	NA	NA
ES	IZ1837	0.75535	NA	NA	0.725008	NA	NA
ES	IZ1838	0.599376	NA	NA	0.591031	NA	NA
ES	IZ1839	0.559624	NA	NA	0.56682	NA	NA
ES	IZ1840	0.693302	NA	NA	0.695363	NA	NA
ES	IZ1841	0.558355	NA	NA	0.610641	NA	NA
ES	IZ1842	0.593049	NA	NA	0.625244	NA	NA
ES	IZ1843	0.605453	NA	NA	0.60897	NA	NA
ES	IZ1844	0.549492	NA	NA	0.561795	NA	NA
ES	IZ1845	0.496311	NA	NA	0.395261	NA	NA
ES	IZ1846	0.578105	NA	NA	0.539681	NA	NA
ES	IZ1847	0.644695	NA	NA	0.534255	NA	NA
ES	IZ1848	0.525689	NA	NA	0.533426	NA	NA
ES	IZ1849	0.60571	NA	NA	0.538439	NA	NA
ES	IZ1850	0.588992	NA	NA	0.606882	NA	NA
ES	IZ1851	0.469221	NA	NA	0.592283	NA	NA
ES	IZ1852	0.528229	NA	NA	0.581012	NA	NA
ES	IZ1853	0.622934	NA	NA	0.560148	NA	NA
ES	IZ1854	0.671032	NA	NA	0.574345	NA	NA
ES	IZ1855	0.601648	NA	NA	0.599375	NA	NA
ES	IZ1856	0.564169	NA	NA	0.509212	NA	NA
ES	IZ1857	0.568735	NA	NA	0.613558	NA	NA
ES	IZ1858	0.681178	NA	NA	0.735444	NA	NA
ES	IZ1859	0.693823	NA	NA	0.574335	NA	NA
ES	IZ1860	0.558101	NA	NA	0.620243	NA	NA
ES	IZ1861	0.635596	NA	NA	0.644447	NA	NA
ES	IZ1862	0.60494	NA	NA	0.487088	NA	NA
ES	IZ1863	0.445158	NA	NA	0.452437	NA	NA
ES	IZ1864	0.48846	NA	NA	0.4754	NA	NA
ES	IZ1865	0.464408	NA	NA	0.47876	NA	NA
ES	IZ1866	0.582402	NA	NA	0.505049	NA	NA
ES	IZ1867	0.497327	NA	NA	0.509215	NA	NA
ES	IZ1868	0.539876	NA	NA	0.525923	NA	NA
ES	IZ1869	0.536825	NA	NA	0.601455	NA	NA
ES	IZ1870	0.509483	NA	NA	0.560964	NA	NA
ES	IZ1871	0.547212	NA	NA	0.608974	NA	NA
ES	IZ1872	0.653304	NA	NA	0.621502	NA	NA
ES	IZ1873	0.573549	NA	NA	0.697878	NA	NA
ES	IZ1874	0.516826	NA	NA	0.595194	NA	NA
ES	IZ1875	0.832571	NA	NA	0.823507	NA	NA
ES	IZ1876	0.945013	NA	NA	0.982107	NA	NA
ES	IZ1877	0.710026	NA	NA	0.708288	NA	NA
ES	IZ1878	0.696363	NA	NA	0.658234	NA	NA
ES	IZ1879	0.716632	NA	NA	0.616899	NA	NA
ES	IZ1880	0.759673	NA	NA	0.722927	NA	NA
ES	IZ1881	0.818659	NA	NA	0.721674	NA	NA
ES	IZ1882	0.820195	NA	NA	0.740456	NA	NA
ES	IZ1883	0.848789	NA	NA	0.838523	NA	NA
ES	IZ1884	0.86144	NA	NA	0.76131	NA	NA
ES	IZ1885	0.639873	NA	NA	0.724168	NA	NA
ES	IZ1886	0.599632	NA	NA	0.580602	NA	NA
ES	IZ1887	0.703698	NA	NA	0.791371	NA	NA
ES	IZ1888	0.687998	NA	NA	0.748798	NA	NA
ES	IZ1889	0.774359	NA	NA	0.818091	NA	NA
ES	IZ1890	0.815891	NA	NA	0.642796	NA	NA
ES	IZ1891	0.713083	NA	NA	0.741289	NA	NA
ES	IZ1892	0.757638	NA	NA	0.737533	NA	NA
ES	IZ1893	0.711051	NA	NA	0.79389	NA	NA
ES	IZ1894	0.724718	NA	NA	0.711236	NA	NA
ES	IZ1895	0.626729	NA	NA	0.720831	NA	NA
ES	IZ1896	0.769284	NA	NA	0.649031	NA	NA
ES	IZ1897	0.622155	NA	NA	0.622757	NA	NA
ES	IZ1898	0.560902	NA	NA	0.60856	NA	NA
ES	IZ1899	0.643947	NA	NA	0.593115	NA	NA
ES	IZ1900	0.614824	NA	NA	0.524248	NA	NA
ES	IZ1901	0.677116	NA	NA	0.676171	NA	NA
ES	IZ1902	0.635067	NA	NA	0.617744	NA	NA
ES	IZ1903	0.714081	NA	NA	0.635681	NA	NA
ES	IZ1904	0.727753	NA	NA	0.610225	NA	NA
