RT	Name	EdU_4h_OCT4_12h_OFF_ES	EdU_4h_OCT4_12h_OFF_MS	EdU_4h_OCT4_12h_OFF_LS	EdU_4h_OCT4_ON_ES	EdU_4h_OCT4_ON_MS	EdU_4h_OCT4_ON_LS
ES	IZ1274	1.0488	NA	NA	1.19333	NA	NA
ES	IZ1275	1.21156	NA	NA	1.03933	NA	NA
ES	IZ1276	1.11754	NA	NA	0.971687	NA	NA
ES	IZ1277	0.743139	NA	NA	0.808498	NA	NA
ES	IZ1278	0.690291	NA	NA	0.66824	NA	NA
ES	IZ1279	0.876736	NA	NA	0.987534	NA	NA
ES	IZ1280	0.932589	NA	NA	0.827275	NA	NA
ES	IZ1281	0.868654	NA	NA	0.854827	NA	NA
ES	IZ1282	1.03888	NA	NA	0.994214	NA	NA
ES	IZ1283	0.950902	NA	NA	0.951235	NA	NA
ES	IZ1284	1.09924	NA	NA	1.02805	NA	NA
ES	IZ1285	1.13977	NA	NA	0.978811	NA	NA
ES	IZ1286	1.10464	NA	NA	0.96917	NA	NA
ES	IZ1287	0.51789	NA	NA	0.566345	NA	NA
ES	IZ1288	0.439887	NA	NA	0.486683	NA	NA
ES	IZ1289	0.717602	NA	NA	0.621906	NA	NA
ES	IZ1290	0.999842	NA	NA	0.848967	NA	NA
ES	IZ1291	0.987269	NA	NA	1.08859	NA	NA
ES	IZ1292	0.718814	NA	NA	0.685348	NA	NA
ES	IZ1293	0.571693	NA	NA	0.457464	NA	NA
ES	IZ1294	0.590898	NA	NA	0.599362	NA	NA
ES	IZ1295	0.63625	NA	NA	0.480005	NA	NA
ES	IZ1296	0.595695	NA	NA	0.545948	NA	NA
ES	IZ1297	0.749452	NA	NA	0.817259	NA	NA
ES	IZ1298	0.668366	NA	NA	0.630264	NA	NA
ES	IZ1299	0.730509	NA	NA	0.713317	NA	NA
ES	IZ1300	0.536857	NA	NA	0.623566	NA	NA
ES	IZ1301	0.642836	NA	NA	0.536756	NA	NA
ES	IZ1302	0.889341	NA	NA	0.695784	NA	NA
ES	IZ1303	0.941902	NA	NA	0.836443	NA	NA
ES	IZ1304	0.859936	NA	NA	0.884028	NA	NA
ES	IZ1305	1.00224	NA	NA	1.01676	NA	NA
ES	IZ1306	0.739828	NA	NA	0.798473	NA	NA
ES	IZ1307	0.761142	NA	NA	0.661564	NA	NA
ES	IZ1308	0.628142	NA	NA	0.636117	NA	NA
ES	IZ1309	0.933788	NA	NA	0.73668	NA	NA
ES	IZ1310	1.22985	NA	NA	1.16535	NA	NA
ES	IZ1311	0.780954	NA	NA	0.673673	NA	NA
ES	IZ1312	0.722405	NA	NA	0.567651	NA	NA
ES	IZ1313	1.27009	NA	NA	1.13238	NA	NA
ES	IZ1314	0.956012	NA	NA	0.997567	NA	NA
ES	IZ1315	0.711596	NA	NA	0.906134	NA	NA
ES	IZ1316	0.789982	NA	NA	0.858574	NA	NA
ES	IZ1317	0.676161	NA	NA	0.762982	NA	NA
ES	IZ1318	0.648843	NA	NA	0.664065	NA	NA
ES	IZ1319	0.5702	NA	NA	0.610634	NA	NA
ES	IZ1320	0.603511	NA	NA	0.572684	NA	NA
ES	IZ1321	0.742226	NA	NA	0.823925	NA	NA
ES	IZ1322	0.895956	NA	NA	0.948716	NA	NA
ES	IZ1323	0.92239	NA	NA	0.892401	NA	NA
ES	IZ1324	0.782461	NA	NA	0.671577	NA	NA
ES	IZ1325	0.684883	NA	NA	0.71541	NA	NA
ES	IZ1326	0.720032	NA	NA	0.74588	NA	NA
ES	IZ1327	0.627551	NA	NA	0.829779	NA	NA
ES	IZ1328	0.874935	NA	NA	0.883187	NA	NA
ES	IZ1329	0.821166	NA	NA	0.944108	NA	NA
ES	IZ1330	0.838314	NA	NA	1.13695	NA	NA
ES	IZ1331	0.609512	NA	NA	0.617302	NA	NA
ES	IZ1332	0.556671	NA	NA	0.61608	NA	NA
ES	IZ1333	0.676351	NA	NA	0.777165	NA	NA
ES	IZ1334	0.610722	NA	NA	0.557217	NA	NA
ES	IZ1335	0.564486	NA	NA	0.548462	NA	NA
ES	IZ1336	0.573488	NA	NA	0.559323	NA	NA
ES	IZ1337	0.539866	NA	NA	0.533835	NA	NA
ES	IZ1338	0.582798	NA	NA	0.449544	NA	NA
ES	IZ1339	0.611322	NA	NA	0.571402	NA	NA
ES	IZ1340	0.550363	NA	NA	0.452449	NA	NA
ES	IZ1341	0.531467	NA	NA	0.48626	NA	NA
ES	IZ1342	0.606507	NA	NA	0.506716	NA	NA
ES	IZ1343	0.571704	NA	NA	0.480849	NA	NA
ES	IZ1344	0.62094	NA	NA	0.547623	NA	NA
ES	IZ1345	0.530256	NA	NA	0.576837	NA	NA
ES	IZ1346	0.578296	NA	NA	0.560984	NA	NA
ES	IZ1347	0.461799	NA	NA	0.491687	NA	NA
ES	IZ1348	0.496025	NA	NA	0.563065	NA	NA
ES	IZ1349	0.597487	NA	NA	0.579335	NA	NA
ES	IZ1350	0.592401	NA	NA	0.651127	NA	NA
ES	IZ1351	0.548263	NA	NA	0.630255	NA	NA
ES	IZ1352	0.558485	NA	NA	0.603969	NA	NA
ES	IZ1353	0.63834	NA	NA	0.654476	NA	NA
ES	IZ1354	0.553061	NA	NA	0.713717	NA	NA
ES	IZ1355	0.502637	NA	NA	0.577658	NA	NA
ES	IZ1356	0.628726	NA	NA	0.574327	NA	NA
ES	IZ1357	0.476802	NA	NA	0.525064	NA	NA
ES	IZ1358	0.547659	NA	NA	0.435766	NA	NA
ES	IZ1359	0.544673	NA	NA	0.49838	NA	NA
ES	IZ1360	0.528747	NA	NA	0.622313	NA	NA
ES	IZ1361	0.611925	NA	NA	0.545118	NA	NA
ES	IZ1362	0.581899	NA	NA	0.537605	NA	NA
ES	IZ1363	0.586099	NA	NA	0.594356	NA	NA
ES	IZ1364	0.62934	NA	NA	0.550127	NA	NA
ES	IZ1365	0.754842	NA	NA	0.777618	NA	NA
ES	IZ1366	0.751242	NA	NA	0.583522	NA	NA
ES	IZ1367	0.738025	NA	NA	0.684524	NA	NA
ES	IZ1368	0.716105	NA	NA	0.656973	NA	NA
ES	IZ1369	0.616419	NA	NA	0.669493	NA	NA
ES	IZ1370	0.736533	NA	NA	0.705811	NA	NA
ES	IZ1371	0.603755	NA	NA	0.578031	NA	NA
ES	IZ1372	0.60233	NA	NA	0.746296	NA	NA
ES	IZ1373	0.702589	NA	NA	0.689522	NA	NA
ES	IZ1374	0.714597	NA	NA	0.653624	NA	NA
ES	IZ1375	0.74793	NA	NA	0.78385	NA	NA
ES	IZ1376	1.14158	NA	NA	1.12026	NA	NA
ES	IZ1377	0.622729	NA	NA	0.706637	NA	NA
ES	IZ1378	0.629327	NA	NA	0.74712	NA	NA
ES	IZ1379	0.707996	NA	NA	0.707895	NA	NA
ES	IZ1380	0.735915	NA	NA	0.853983	NA	NA
ES	IZ1381	0.607719	NA	NA	0.808903	NA	NA
ES	IZ1382	0.799267	NA	NA	0.884843	NA	NA
ES	IZ1383	0.619727	NA	NA	0.66115	NA	NA
ES	IZ1384	0.616122	NA	NA	0.597679	NA	NA
ES	IZ1385	0.570484	NA	NA	0.503366	NA	NA
ES	IZ1386	0.604706	NA	NA	0.533424	NA	NA
ES	IZ1387	0.571087	NA	NA	0.507136	NA	NA
ES	IZ1388	0.694798	NA	NA	0.652813	NA	NA
ES	IZ1389	0.750045	NA	NA	0.946643	NA	NA
ES	IZ1390	0.712518	NA	NA	0.751315	NA	NA
ES	IZ1391	0.756346	NA	NA	0.715829	NA	NA
ES	IZ1392	0.751232	NA	NA	0.721258	NA	NA
ES	IZ1393	0.745517	NA	NA	0.950396	NA	NA
ES	IZ1394	0.881855	NA	NA	1.00298	NA	NA
ES	IZ1395	0.830518	NA	NA	1.10691	NA	NA
ES	IZ1396	1.07642	NA	NA	1.07478	NA	NA
ES	IZ1397	0.796593	NA	NA	0.843558	NA	NA
ES	IZ1398	0.55846	NA	NA	0.612299	NA	NA
ES	IZ1399	0.80797	NA	NA	0.689118	NA	NA
ES	IZ1400	0.629335	NA	NA	0.699534	NA	NA
ES	IZ1401	0.72543	NA	NA	0.730437	NA	NA
ES	IZ1402	0.8056	NA	NA	0.778872	NA	NA
ES	IZ1403	0.751256	NA	NA	0.877774	NA	NA
ES	IZ1404	0.790865	NA	NA	0.846462	NA	NA
ES	IZ1405	0.73471	NA	NA	0.78009	NA	NA
ES	IZ1406	0.703784	NA	NA	0.778034	NA	NA
ES	IZ1407	0.634736	NA	NA	0.606053	NA	NA
ES	IZ1408	0.696588	NA	NA	0.658223	NA	NA
ES	IZ1409	0.74822	NA	NA	0.626085	NA	NA
ES	IZ1410	0.563879	NA	NA	0.517567	NA	NA
ES	IZ1411	0.735921	NA	NA	0.641936	NA	NA
ES	IZ1412	0.742247	NA	NA	0.641959	NA	NA
ES	IZ1413	0.649729	NA	NA	0.637748	NA	NA
ES	IZ1414	0.670763	NA	NA	0.741263	NA	NA
ES	IZ1415	0.791165	NA	NA	0.941623	NA	NA
ES	IZ1416	0.718512	NA	NA	0.643626	NA	NA
ES	IZ1417	0.739216	NA	NA	0.579332	NA	NA
ES	IZ1418	0.539856	NA	NA	0.545104	NA	NA
ES	IZ1419	0.658147	NA	NA	0.502544	NA	NA
ES	IZ1420	0.530529	NA	NA	0.500844	NA	NA
ES	IZ1421	0.438389	NA	NA	0.367328	NA	NA
ES	IZ1422	0.770752	NA	NA	0.583941	NA	NA
ES	IZ1423	0.776446	NA	NA	0.607711	NA	NA
ES	IZ1424	0.609529	NA	NA	0.601048	NA	NA
ES	IZ1425	0.700501	NA	NA	0.789714	NA	NA
ES	IZ1426	0.744923	NA	NA	0.69203	NA	NA
ES	IZ1427	0.697192	NA	NA	0.800547	NA	NA
ES	IZ1428	0.845823	NA	NA	0.933294	NA	NA
ES	IZ1429	0.65757	NA	NA	0.757977	NA	NA
ES	IZ1430	0.635352	NA	NA	0.672008	NA	NA
ES	IZ1431	0.719104	NA	NA	0.750474	NA	NA
ES	IZ1432	0.822703	NA	NA	0.914091	NA	NA
ES	IZ1433	0.848508	NA	NA	0.823494	NA	NA
ES	IZ1434	0.720618	NA	NA	0.728749	NA	NA
ES	IZ1435	0.730823	NA	NA	0.623581	NA	NA
ES	IZ1436	0.704693	NA	NA	0.66656	NA	NA
ES	IZ1437	0.718205	NA	NA	0.652809	NA	NA
ES	IZ1438	0.679772	NA	NA	0.636514	NA	NA
ES	IZ1439	0.692411	NA	NA	0.604397	NA	NA
ES	IZ1440	0.818196	NA	NA	0.745031	NA	NA
ES	IZ1441	0.596899	NA	NA	0.706218	NA	NA
ES	IZ1442	0.819108	NA	NA	0.836451	NA	NA
ES	IZ1443	0.806188	NA	NA	0.784271	NA	NA
ES	IZ1444	0.772868	NA	NA	0.849797	NA	NA
ES	IZ1445	0.88515	NA	NA	0.853156	NA	NA
ES	IZ1446	0.98154	NA	NA	0.85441	NA	NA
ES	IZ1447	0.674396	NA	NA	0.814766	NA	NA
ES	IZ1448	0.874951	NA	NA	0.933301	NA	NA
ES	IZ1449	0.861709	NA	NA	0.787604	NA	NA
ES	IZ1450	0.683391	NA	NA	0.680356	NA	NA
ES	IZ1451	0.622145	NA	NA	0.615657	NA	NA
ES	IZ1452	0.699	NA	NA	0.605639	NA	NA
ES	IZ1453	0.592404	NA	NA	0.542198	NA	NA
ES	IZ1454	0.571095	NA	NA	0.49504	NA	NA
ES	IZ1455	0.652158	NA	NA	0.586014	NA	NA
ES	IZ1456	0.632645	NA	NA	0.578499	NA	NA
ES	IZ1457	0.580688	NA	NA	0.547212	NA	NA
ES	IZ1458	0.57168	NA	NA	0.558452	NA	NA
ES	IZ1459	0.551874	NA	NA	0.570997	NA	NA
ES	IZ1460	0.858126	NA	NA	0.948313	NA	NA
ES	IZ1461	0.706507	NA	NA	0.836881	NA	NA
ES	IZ1462	0.730539	NA	NA	0.990881	NA	NA
ES	IZ1463	0.637141	NA	NA	0.675752	NA	NA
ES	IZ1464	0.566874	NA	NA	0.530094	NA	NA
ES	IZ1465	0.628753	NA	NA	0.609825	NA	NA
ES	IZ1466	0.723005	NA	NA	0.778841	NA	NA
ES	IZ1467	0.67979	NA	NA	0.727107	NA	NA
ES	IZ1468	0.788482	NA	NA	0.772593	NA	NA
ES	IZ1469	0.744643	NA	NA	0.685374	NA	NA
ES	IZ1470	0.788763	NA	NA	0.793436	NA	NA
ES	IZ1471	0.830505	NA	NA	0.798069	NA	NA
ES	IZ1472	0.55456	NA	NA	0.656559	NA	NA
ES	IZ1473	0.523047	NA	NA	0.606884	NA	NA
ES	IZ1474	0.543468	NA	NA	0.52928	NA	NA
ES	IZ1475	0.52065	NA	NA	0.603131	NA	NA
ES	IZ1476	0.544657	NA	NA	0.608153	NA	NA
ES	IZ1477	0.646139	NA	NA	0.545109	NA	NA
ES	IZ1478	0.765757	NA	NA	0.756467	NA	NA
ES	IZ1479	0.742218	NA	NA	0.762728	NA	NA
ES	IZ1480	0.737433	NA	NA	0.80308	NA	NA
ES	IZ1481	0.826905	NA	NA	0.714171	NA	NA
ES	IZ1482	0.704401	NA	NA	0.732523	NA	NA
ES	IZ1483	0.696605	NA	NA	0.730039	NA	NA
ES	IZ1484	0.975226	NA	NA	1.06518	NA	NA
ES	IZ1485	0.975818	NA	NA	1.03928	NA	NA
ES	IZ1486	0.756642	NA	NA	0.87985	NA	NA
ES	IZ1487	0.603516	NA	NA	0.79555	NA	NA
ES	IZ1488	0.593296	NA	NA	0.659494	NA	NA
ES	IZ1489	0.556975	NA	NA	0.72542	NA	NA
ES	IZ1490	0.603825	NA	NA	0.684537	NA	NA
ES	IZ1491	0.786351	NA	NA	0.782191	NA	NA
ES	IZ1492	0.753923	NA	NA	0.732091	NA	NA
ES	IZ1493	0.549468	NA	NA	0.634019	NA	NA
ES	IZ1494	0.485493	NA	NA	0.544257	NA	NA
ES	IZ1495	0.620923	NA	NA	0.615243	NA	NA
ES	IZ1496	0.628434	NA	NA	0.689108	NA	NA
ES	IZ1497	0.623025	NA	NA	0.76384	NA	NA
ES	IZ1498	0.774066	NA	NA	0.947902	NA	NA
ES	IZ1499	0.772259	NA	NA	0.898237	NA	NA
ES	IZ1500	0.697794	NA	NA	0.960829	NA	NA
ES	IZ1501	0.686978	NA	NA	0.816412	NA	NA
ES	IZ1502	0.665378	NA	NA	0.85983	NA	NA
ES	IZ1503	0.703213	NA	NA	0.929118	NA	NA
ES	IZ1504	0.67258	NA	NA	0.874029	NA	NA
ES	IZ1505	0.795683	NA	NA	0.980039	NA	NA
ES	IZ1506	0.806195	NA	NA	0.865251	NA	NA
ES	IZ1507	0.865329	NA	NA	0.805563	NA	NA
ES	IZ1508	0.942216	NA	NA	0.972538	NA	NA
ES	IZ1509	0.912177	NA	NA	0.992549	NA	NA
ES	IZ1510	0.710397	NA	NA	0.62526	NA	NA
ES	IZ1511	0.709803	NA	NA	0.597288	NA	NA
ES	IZ1512	0.819689	NA	NA	0.892379	NA	NA
ES	IZ1513	0.501122	NA	NA	0.680337	NA	NA
ES	IZ1514	0.585502	NA	NA	0.615657	NA	NA
ES	IZ1515	0.563278	NA	NA	0.609406	NA	NA
ES	IZ1516	0.511631	NA	NA	0.624417	NA	NA
ES	IZ1517	0.591207	NA	NA	0.647378	NA	NA
ES	IZ1518	0.674081	NA	NA	0.726689	NA	NA
ES	IZ1519	0.699583	NA	NA	0.672007	NA	NA
ES	IZ1520	0.614923	NA	NA	0.65155	NA	NA
ES	IZ1521	0.620341	NA	NA	0.674507	NA	NA
ES	IZ1522	0.602319	NA	NA	0.629439	NA	NA
ES	IZ1523	0.69478	NA	NA	0.682434	NA	NA
ES	IZ1524	0.732634	NA	NA	0.819351	NA	NA
ES	IZ1525	0.653956	NA	NA	0.804742	NA	NA
ES	IZ1526	0.679776	NA	NA	0.713734	NA	NA
ES	IZ1527	0.701091	NA	NA	0.727937	NA	NA
ES	IZ1528	0.738039	NA	NA	0.631946	NA	NA
ES	IZ1529	0.86412	NA	NA	0.852726	NA	NA
ES	IZ1530	0.730841	NA	NA	0.782195	NA	NA
ES	IZ1531	0.764458	NA	NA	0.838964	NA	NA
ES	IZ1532	1.0749	NA	NA	1.04013	NA	NA
ES	IZ1533	0.721798	NA	NA	0.659473	NA	NA
ES	IZ1534	0.656965	NA	NA	0.569321	NA	NA
ES	IZ1535	0.610131	NA	NA	0.68953	NA	NA
ES	IZ1536	0.882741	NA	NA	0.834773	NA	NA
ES	IZ1537	0.870733	NA	NA	0.993391	NA	NA
ES	IZ1538	0.857518	NA	NA	0.829778	NA	NA
ES	IZ1539	0.804381	NA	NA	0.718322	NA	NA
ES	IZ1540	0.756334	NA	NA	0.750902	NA	NA
ES	IZ1541	0.686983	NA	NA	0.706227	NA	NA
ES	IZ1542	0.723623	NA	NA	0.657812	NA	NA
ES	IZ1543	0.887559	NA	NA	1.03847	NA	NA
ES	IZ1544	1.05841	NA	NA	1.09942	NA	NA
ES	IZ1545	0.838935	NA	NA	0.821022	NA	NA
ES	IZ1546	0.730831	NA	NA	0.889034	NA	NA
ES	IZ1547	0.63414	NA	NA	0.605221	NA	NA
ES	IZ1548	0.512232	NA	NA	0.515897	NA	NA
ES	IZ1549	0.529032	NA	NA	0.526728	NA	NA
ES	IZ1550	0.418866	NA	NA	0.434936	NA	NA
ES	IZ1551	0.514647	NA	NA	0.531762	NA	NA
ES	IZ1552	0.60261	NA	NA	0.596878	NA	NA
ES	IZ1553	0.532952	NA	NA	0.44327	NA	NA
ES	IZ1554	0.47951	NA	NA	0.488772	NA	NA
ES	IZ1555	0.49333	NA	NA	0.45704	NA	NA
ES	IZ1556	0.641335	NA	NA	0.475832	NA	NA
ES	IZ1557	0.548574	NA	NA	0.526743	NA	NA
ES	IZ1558	0.547952	NA	NA	0.566806	NA	NA
ES	IZ1559	0.561512	NA	NA	0.636526	NA	NA
ES	IZ1560	0.98575	NA	NA	1.20627	NA	NA
ES	IZ1561	1.07552	NA	NA	1.33898	NA	NA
ES	IZ1562	1.11476	NA	NA	0.903169	NA	NA
ES	IZ1563	0.984524	NA	NA	1.07435	NA	NA
ES	IZ1564	0.937117	NA	NA	0.969614	NA	NA
ES	IZ1565	0.956603	NA	NA	0.923274	NA	NA
ES	IZ1566	0.659955	NA	NA	0.792611	NA	NA
ES	IZ1567	0.701373	NA	NA	0.924927	NA	NA
ES	IZ1568	0.611317	NA	NA	0.86151	NA	NA
ES	IZ1569	0.726324	NA	NA	0.907414	NA	NA
ES	IZ1570	1.03349	NA	NA	1.14572	NA	NA
ES	IZ1571	1.01125	NA	NA	1.14739	NA	NA
ES	IZ1572	0.215863	NA	NA	0.228291	NA	NA
ES	IZ1573	0.637754	NA	NA	0.944978	NA	NA
ES	IZ1574	0.733837	NA	NA	0.867336	NA	NA
ES	IZ1575	0.704104	NA	NA	0.924089	NA	NA
ES	IZ1576	0.658166	NA	NA	0.747957	NA	NA
ES	IZ1577	0.676777	NA	NA	0.4654	NA	NA
ES	IZ1578	0.674068	NA	NA	0.551373	NA	NA
ES	IZ1579	0.663235	NA	NA	0.494595	NA	NA
ES	IZ1580	1.03798	NA	NA	0.851895	NA	NA
ES	IZ1581	0.889971	NA	NA	1.06767	NA	NA
ES	IZ1582	0.894786	NA	NA	0.976724	NA	NA
ES	IZ1583	0.326655	NA	NA	0.516693	NA	NA
ES	IZ1584	1.13255	NA	NA	1.27513	NA	NA
ES	IZ1585	0.806194	NA	NA	0.812691	NA	NA
ES	IZ1586	0.682491	NA	NA	0.612331	NA	NA
ES	IZ1587	0.6978	NA	NA	0.570159	NA	NA
ES	IZ1588	0.705	NA	NA	0.698703	NA	NA
ES	IZ1589	0.674382	NA	NA	0.631947	NA	NA
ES	IZ1590	0.668654	NA	NA	0.621085	NA	NA
ES	IZ1591	0.591204	NA	NA	0.4512	NA	NA
ES	IZ1592	0.643143	NA	NA	0.507547	NA	NA
ES	IZ1593	0.597508	NA	NA	0.469987	NA	NA
ES	IZ1594	0.423092	NA	NA	0.346034	NA	NA
ES	IZ1595	0.749736	NA	NA	0.638614	NA	NA
ES	IZ1596	1.01247	NA	NA	0.962938	NA	NA
ES	IZ1597	1.11276	NA	NA	0.994223	NA	NA
ES	IZ1598	0.948528	NA	NA	0.792643	NA	NA
ES	IZ1599	0.955434	NA	NA	0.873184	NA	NA
ES	IZ1600	0.723625	NA	NA	0.665741	NA	NA
ES	IZ1601	0.758146	NA	NA	0.716641	NA	NA
ES	IZ1602	0.724218	NA	NA	0.873617	NA	NA
ES	IZ1603	1.0617	NA	NA	0.730034	NA	NA
ES	IZ1604	1.01097	NA	NA	0.944141	NA	NA
ES	IZ1605	0.49723	NA	NA	0.394439	NA	NA
ES	IZ1606	0.528148	NA	NA	0.522564	NA	NA
ES	IZ1607	0.856332	NA	NA	0.75549	NA	NA
ES	IZ1608	0.876749	NA	NA	0.743797	NA	NA
ES	IZ1609	0.723907	NA	NA	0.72333	NA	NA
ES	IZ1610	1.08905	NA	NA	1.15995	NA	NA
ES	IZ1611	0.71281	NA	NA	0.808908	NA	NA
ES	IZ1612	0.801389	NA	NA	0.58226	NA	NA
ES	IZ1613	0.720916	NA	NA	0.627758	NA	NA
ES	IZ1614	0.694186	NA	NA	0.744621	NA	NA
ES	IZ1615	0.714911	NA	NA	0.850219	NA	NA
ES	IZ1616	0.749451	NA	NA	0.699548	NA	NA
ES	IZ1617	0.759643	NA	NA	0.833526	NA	NA
ES	IZ1618	0.742534	NA	NA	0.795964	NA	NA
ES	IZ1619	0.738031	NA	NA	0.87904	NA	NA
ES	IZ1620	0.856923	NA	NA	0.89572	NA	NA
ES	IZ1621	0.757856	NA	NA	0.952494	NA	NA
ES	IZ1622	0.53205	NA	NA	0.520068	NA	NA
ES	IZ1623	0.713107	NA	NA	0.569328	NA	NA
ES	IZ1624	0.708921	NA	NA	0.695399	NA	NA
ES	IZ1625	0.811299	NA	NA	0.689557	NA	NA
ES	IZ1626	0.861146	NA	NA	0.851886	NA	NA
ES	IZ1627	0.906158	NA	NA	0.739622	NA	NA
ES	IZ1628	0.853325	NA	NA	0.842307	NA	NA
ES	IZ1629	0.774952	NA	NA	0.814744	NA	NA
ES	IZ1630	0.762049	NA	NA	0.762152	NA	NA
ES	IZ1631	0.995946	NA	NA	0.945819	NA	NA
ES	IZ1632	0.821789	NA	NA	0.788428	NA	NA
ES	IZ1633	0.691785	NA	NA	0.646945	NA	NA
ES	IZ1634	0.709206	NA	NA	0.751719	NA	NA
ES	IZ1635	1.21242	NA	NA	1.05141	NA	NA
ES	IZ1636	1.01817	NA	NA	0.961269	NA	NA
ES	IZ1637	1.11544	NA	NA	1.17704	NA	NA
ES	IZ1638	0.814589	NA	NA	0.838539	NA	NA
ES	IZ1639	0.754544	NA	NA	0.76925	NA	NA
ES	IZ1640	0.877951	NA	NA	0.887391	NA	NA
ES	IZ1641	0.915765	NA	NA	0.949145	NA	NA
ES	IZ1642	0.591486	NA	NA	0.60855	NA	NA
ES	IZ1643	0.451595	NA	NA	0.447448	NA	NA
ES	IZ1644	0.57079	NA	NA	0.560966	NA	NA
ES	IZ1645	0.778873	NA	NA	0.820602	NA	NA
ES	IZ1646	0.987254	NA	NA	1.06311	NA	NA
ES	IZ1647	1.11694	NA	NA	1.09107	NA	NA
ES	IZ1648	0.956586	NA	NA	0.931187	NA	NA
ES	IZ1649	0.783651	NA	NA	0.906568	NA	NA
ES	IZ1650	0.804384	NA	NA	0.68955	NA	NA
ES	IZ1651	0.948168	NA	NA	1.00753	NA	NA
ES	IZ1652	0.748848	NA	NA	0.732944	NA	NA
ES	IZ1653	0.713107	NA	NA	0.730022	NA	NA
ES	IZ1654	0.826311	NA	NA	0.84022	NA	NA
ES	IZ1655	0.521849	NA	NA	0.532598	NA	NA
ES	IZ1656	0.805893	NA	NA	0.70458	NA	NA
ES	IZ1657	0.761144	NA	NA	0.749233	NA	NA
ES	IZ1658	1.04969	NA	NA	1.14448	NA	NA
ES	IZ1659	1.00076	NA	NA	1.05977	NA	NA
ES	IZ1660	0.307765	NA	NA	0.537185	NA	NA
ES	IZ1661	0.910399	NA	NA	0.898237	NA	NA
ES	IZ1662	0.980324	NA	NA	0.881112	NA	NA
ES	IZ1663	1.05417	NA	NA	0.891552	NA	NA
ES	IZ1664	0.870741	NA	NA	0.803908	NA	NA
ES	IZ1665	1.07069	NA	NA	1.15617	NA	NA
ES	IZ1666	0.937698	NA	NA	1.04096	NA	NA
ES	IZ1667	0.785463	NA	NA	0.800556	NA	NA
ES	IZ1668	0.810989	NA	NA	0.861507	NA	NA
ES	IZ1669	0.896567	NA	NA	0.952914	NA	NA
ES	IZ1670	0.83472	NA	NA	0.863154	NA	NA
ES	IZ1671	0.811307	NA	NA	0.796795	NA	NA
ES	IZ1672	0.685478	NA	NA	0.678687	NA	NA
ES	IZ1673	0.580391	NA	NA	0.56849	NA	NA
ES	IZ1674	0.573491	NA	NA	0.656131	NA	NA
ES	IZ1675	0.732618	NA	NA	0.762153	NA	NA
ES	IZ1676	0.710707	NA	NA	0.715397	NA	NA
ES	IZ1677	0.707414	NA	NA	0.740469	NA	NA
ES	IZ1678	0.643747	NA	NA	0.529262	NA	NA
ES	IZ1679	0.751249	NA	NA	0.62025	NA	NA
ES	IZ1680	0.676764	NA	NA	0.701215	NA	NA
ES	IZ1681	0.629335	NA	NA	0.637768	NA	NA
ES	IZ1682	0.692688	NA	NA	0.697871	NA	NA
ES	IZ1683	0.678283	NA	NA	0.63528	NA	NA
ES	IZ1684	0.888459	NA	NA	0.877794	NA	NA
ES	IZ1685	0.648188	NA	NA	0.722017	NA	NA
ES	IZ1686	0.706233	NA	NA	0.689556	NA	NA
ES	IZ1687	0.720009	NA	NA	0.730435	NA	NA
ES	IZ1688	0.770149	NA	NA	0.808475	NA	NA
ES	IZ1689	0.842495	NA	NA	0.913634	NA	NA
ES	IZ1690	0.983627	NA	NA	1.15701	NA	NA
ES	IZ1691	0.974938	NA	NA	1.09065	NA	NA
ES	IZ1692	1.03589	NA	NA	1.10274	NA	NA
ES	IZ1693	0.922985	NA	NA	1.05098	NA	NA
ES	IZ1694	0.63768	NA	NA	0.717843	NA	NA
ES	IZ1695	0.580402	NA	NA	0.767187	NA	NA
ES	IZ1696	0.757252	NA	NA	0.933289	NA	NA
ES	IZ1697	0.973129	NA	NA	1.10401	NA	NA
ES	IZ1698	0.969815	NA	NA	1.01175	NA	NA
ES	IZ1699	0.99055	NA	NA	0.881541	NA	NA
ES	IZ1700	0.953014	NA	NA	0.755073	NA	NA
ES	IZ1701	0.981229	NA	NA	0.971701	NA	NA
ES	IZ1702	0.937399	NA	NA	0.934107	NA	NA
ES	IZ1703	0.860532	NA	NA	0.788045	NA	NA
ES	IZ1704	0.793888	NA	NA	0.76758	NA	NA
ES	IZ1705	0.820905	NA	NA	0.798907	NA	NA
ES	IZ1706	0.871648	NA	NA	1.02719	NA	NA
ES	IZ1707	0.756022	NA	NA	0.800948	NA	NA
ES	IZ1708	0.670157	NA	NA	0.534257	NA	NA
ES	IZ1709	0.379533	NA	NA	0.427417	NA	NA
ES	IZ1710	0.347093	NA	NA	0.340178	NA	NA
ES	IZ1711	0.446796	NA	NA	0.410723	NA	NA
ES	IZ1712	0.642242	NA	NA	0.606896	NA	NA
ES	IZ1713	0.590299	NA	NA	0.592696	NA	NA
ES	IZ1714	0.759052	NA	NA	0.775517	NA	NA
ES	IZ1715	0.750628	NA	NA	0.676182	NA	NA
ES	IZ1716	0.599319	NA	NA	0.643617	NA	NA
ES	IZ1717	0.645842	NA	NA	0.678686	NA	NA
ES	IZ1718	0.510684	NA	NA	0.613093	NA	NA
ES	IZ1719	0.607719	NA	NA	0.530097	NA	NA
ES	IZ1720	0.698092	NA	NA	0.733344	NA	NA
