RT	Name	EdU_4h_OCT4_12h_OFF_ES	EdU_4h_OCT4_12h_OFF_MS	EdU_4h_OCT4_12h_OFF_LS	EdU_4h_OCT4_ON_ES	EdU_4h_OCT4_ON_MS	EdU_4h_OCT4_ON_LS
ES	IZ237	0.79568	NA	NA	0.806414	NA	NA
ES	IZ238	0.573797	NA	NA	0.613582	NA	NA
ES	IZ239	0.607101	NA	NA	0.545105	NA	NA
ES	IZ240	0.617315	NA	NA	0.574339	NA	NA
ES	IZ241	0.636243	NA	NA	0.5952	NA	NA
ES	IZ242	0.594221	NA	NA	0.641118	NA	NA
ES	IZ243	0.686086	NA	NA	0.767171	NA	NA
ES	IZ244	0.718206	NA	NA	0.691609	NA	NA
ES	IZ245	0.703791	NA	NA	0.665736	NA	NA
ES	IZ246	0.742843	NA	NA	0.79389	NA	NA
ES	IZ247	1.00916	NA	NA	1.07142	NA	NA
ES	IZ248	0.998337	NA	NA	1.07855	NA	NA
ES	IZ249	0.900772	NA	NA	1.15492	NA	NA
ES	IZ250	0.955416	NA	NA	0.993392	NA	NA
ES	IZ251	1.08572	NA	NA	1.152	NA	NA
ES	IZ252	0.996859	NA	NA	1.01928	NA	NA
ES	IZ253	0.696295	NA	NA	0.927871	NA	NA
ES	IZ254	0.812782	NA	NA	0.786367	NA	NA
ES	IZ255	0.710402	NA	NA	0.777174	NA	NA
ES	IZ256	0.667751	NA	NA	0.726247	NA	NA
ES	IZ257	0.745827	NA	NA	0.762984	NA	NA
ES	IZ258	0.648268	NA	NA	0.751733	NA	NA
ES	IZ259	1.05659	NA	NA	1.10942	NA	NA
ES	IZ260	0.759668	NA	NA	0.690376	NA	NA
ES	IZ261	0.48373	NA	NA	0.48377	NA	NA
ES	IZ262	0.577699	NA	NA	0.598539	NA	NA
ES	IZ263	0.642259	NA	NA	0.59857	NA	NA
ES	IZ264	0.725121	NA	NA	0.790966	NA	NA
ES	IZ265	0.86055	NA	NA	0.813932	NA	NA
ES	IZ266	0.681592	NA	NA	0.558479	NA	NA
ES	IZ267	0.52214	NA	NA	0.374403	NA	NA
ES	IZ268	0.667457	NA	NA	0.588102	NA	NA
ES	IZ269	0.529656	NA	NA	0.56346	NA	NA
ES	IZ270	0.505043	NA	NA	0.429508	NA	NA
ES	IZ271	0.538671	NA	NA	0.587686	NA	NA
ES	IZ272	0.570497	NA	NA	0.458302	NA	NA
ES	IZ273	0.531447	NA	NA	0.527564	NA	NA
ES	IZ274	0.53205	NA	NA	0.342684	NA	NA
ES	IZ275	0.522739	NA	NA	0.505455	NA	NA
ES	IZ276	0.702893	NA	NA	0.697052	NA	NA
ES	IZ277	0.673166	NA	NA	0.634855	NA	NA
ES	IZ278	0.744929	NA	NA	0.643204	NA	NA
ES	IZ279	0.559686	NA	NA	0.566402	NA	NA
ES	IZ280	0.531444	NA	NA	0.424914	NA	NA
ES	IZ281	0.547365	NA	NA	0.388187	NA	NA
ES	IZ282	0.568691	NA	NA	0.513392	NA	NA
ES	IZ283	0.577394	NA	NA	0.53844	NA	NA
ES	IZ284	0.565688	NA	NA	0.487513	NA	NA
ES	IZ285	0.407158	NA	NA	0.4099	NA	NA
ES	IZ286	0.449793	NA	NA	0.501281	NA	NA
ES	IZ287	0.676477	NA	NA	0.756716	NA	NA
ES	IZ288	0.698394	NA	NA	0.770514	NA	NA
ES	IZ289	0.714599	NA	NA	0.725422	NA	NA
ES	IZ290	0.642252	NA	NA	0.720419	NA	NA
ES	IZ291	0.62574	NA	NA	0.641957	NA	NA
ES	IZ292	0.728393	NA	NA	0.669482	NA	NA
ES	IZ293	0.738627	NA	NA	0.752137	NA	NA
ES	IZ294	0.889943	NA	NA	1.08522	NA	NA
ES	IZ295	0.584898	NA	NA	0.732942	NA	NA
ES	IZ296	0.556669	NA	NA	0.626091	NA	NA
ES	IZ297	0.601723	NA	NA	0.652814	NA	NA
ES	IZ298	0.624529	NA	NA	0.770509	NA	NA
ES	IZ299	0.644946	NA	NA	0.726275	NA	NA
ES	IZ300	0.620914	NA	NA	0.599363	NA	NA
ES	IZ301	0.54345	NA	NA	0.62148	NA	NA
ES	IZ302	0.586397	NA	NA	0.550114	NA	NA
ES	IZ303	0.563885	NA	NA	0.515067	NA	NA
ES	IZ304	0.54226	NA	NA	0.565145	NA	NA
ES	IZ305	0.488519	NA	NA	0.588535	NA	NA
ES	IZ306	0.526948	NA	NA	0.599378	NA	NA
ES	IZ307	0.646772	NA	NA	0.690361	NA	NA
ES	IZ308	0.687887	NA	NA	0.684932	NA	NA
ES	IZ309	0.713405	NA	NA	0.711239	NA	NA
ES	IZ310	0.76686	NA	NA	0.763834	NA	NA
ES	IZ311	0.767151	NA	NA	0.874435	NA	NA
ES	IZ312	0.822394	NA	NA	0.881549	NA	NA
ES	IZ313	0.902559	NA	NA	0.834368	NA	NA
ES	IZ314	0.658172	NA	NA	0.694555	NA	NA
ES	IZ315	0.808886	NA	NA	0.712484	NA	NA
ES	IZ316	0.771657	NA	NA	0.665322	NA	NA
ES	IZ317	0.667177	NA	NA	0.834786	NA	NA
ES	IZ318	0.712202	NA	NA	0.719593	NA	NA
ES	IZ319	0.921198	NA	NA	0.848135	NA	NA
ES	IZ320	1.02086	NA	NA	0.954984	NA	NA
ES	IZ321	0.823011	NA	NA	0.785528	NA	NA
ES	IZ322	0.755752	NA	NA	0.775931	NA	NA
ES	IZ323	0.589716	NA	NA	0.606048	NA	NA
ES	IZ324	0.647362	NA	NA	0.550977	NA	NA
ES	IZ325	0.758739	NA	NA	0.761317	NA	NA
ES	IZ326	0.727798	NA	NA	0.70787	NA	NA
ES	IZ327	0.692372	NA	NA	0.622749	NA	NA
ES	IZ329	0.538047	NA	NA	0.488344	NA	NA
ES	IZ330	0.623924	NA	NA	0.543451	NA	NA
ES	IZ331	0.581301	NA	NA	0.508374	NA	NA
ES	IZ332	0.549455	NA	NA	0.433678	NA	NA
ES	IZ333	0.657561	NA	NA	0.514235	NA	NA
ES	IZ334	0.737732	NA	NA	0.56807	NA	NA
ES	IZ335	0.644358	NA	NA	0.654479	NA	NA
ES	IZ336	0.581295	NA	NA	0.590615	NA	NA
ES	IZ337	0.633535	NA	NA	0.609399	NA	NA
ES	IZ338	0.665064	NA	NA	0.53385	NA	NA
ES	IZ339	0.654266	NA	NA	0.618994	NA	NA
ES	IZ340	0.634724	NA	NA	0.475	NA	NA
ES	IZ341	0.52906	NA	NA	0.544284	NA	NA
ES	IZ342	0.626633	NA	NA	0.705402	NA	NA
ES	IZ343	0.64045	NA	NA	0.635281	NA	NA
ES	IZ344	0.640746	NA	NA	0.634441	NA	NA
ES	IZ345	0.643742	NA	NA	0.712071	NA	NA
ES	IZ346	0.622722	NA	NA	0.657797	NA	NA
ES	IZ347	0.665967	NA	NA	0.673674	NA	NA
ES	IZ348	0.7032	NA	NA	0.623576	NA	NA
ES	IZ349	0.729637	NA	NA	0.723769	NA	NA
ES	IZ350	0.83381	NA	NA	0.710832	NA	NA
ES	IZ351	0.910673	NA	NA	0.764668	NA	NA
ES	IZ352	0.594225	NA	NA	0.626531	NA	NA
ES	IZ353	0.809807	NA	NA	0.803487	NA	NA
ES	IZ354	0.768648	NA	NA	0.723754	NA	NA
ES	IZ355	0.600521	NA	NA	0.673664	NA	NA
ES	IZ356	0.509215	NA	NA	0.522979	NA	NA
ES	IZ357	0.557892	NA	NA	0.519255	NA	NA
ES	IZ358	0.642246	NA	NA	0.680762	NA	NA
ES	IZ359	0.906178	NA	NA	0.856505	NA	NA
ES	IZ360	0.702907	NA	NA	0.785134	NA	NA
ES	IZ361	0.763545	NA	NA	0.760918	NA	NA
ES	IZ362	0.786068	NA	NA	0.870688	NA	NA
ES	IZ363	0.395439	NA	NA	0.394853	NA	NA
ES	IZ364	0.641937	NA	NA	0.661148	NA	NA
ES	IZ365	0.608003	NA	NA	0.59394	NA	NA
ES	IZ366	1.40221	NA	NA	1.3336	NA	NA
ES	IZ367	1.38748	NA	NA	1.52683	NA	NA
ES	IZ368	0.941608	NA	NA	0.894924	NA	NA
ES	IZ369	0.865331	NA	NA	0.848148	NA	NA
ES	IZ370	0.837703	NA	NA	0.818075	NA	NA
ES	IZ371	0.682152	NA	NA	0.623564	NA	NA
ES	IZ372	0.585194	NA	NA	0.505874	NA	NA
ES	IZ373	0.855716	NA	NA	0.660308	NA	NA
ES	IZ374	0.730818	NA	NA	0.756309	NA	NA
ES	IZ375	0.547676	NA	NA	0.550954	NA	NA
ES	IZ376	0.533245	NA	NA	0.554298	NA	NA
ES	IZ377	0.684587	NA	NA	0.772194	NA	NA
ES	IZ378	0.895978	NA	NA	0.839392	NA	NA
ES	IZ379	0.921475	NA	NA	0.848126	NA	NA
ES	IZ380	0.857843	NA	NA	0.780529	NA	NA
ES	IZ381	0.883938	NA	NA	0.815575	NA	NA
ES	IZ382	1.20642	NA	NA	1.47338	NA	NA
ES	IZ383	1.1728	NA	NA	1.46382	NA	NA
ES	IZ384	0.757256	NA	NA	0.840221	NA	NA
ES	IZ385	0.85933	NA	NA	0.871522	NA	NA
ES	IZ386	0.779751	NA	NA	0.703722	NA	NA
ES	IZ387	0.704105	NA	NA	0.699118	NA	NA
ES	IZ388	0.757837	NA	NA	0.719585	NA	NA
ES	IZ389	0.694769	NA	NA	0.661969	NA	NA
ES	IZ390	0.68939	NA	NA	0.599799	NA	NA
ES	IZ391	0.948791	NA	NA	1.13864	NA	NA
ES	IZ392	0.968032	NA	NA	1.07354	NA	NA
ES	IZ393	0.441371	NA	NA	0.580182	NA	NA
ES	IZ394	0.819399	NA	NA	0.979193	NA	NA
ES	IZ395	0.753044	NA	NA	0.80935	NA	NA
ES	IZ396	0.820903	NA	NA	1.00509	NA	NA
ES	IZ397	0.525142	NA	NA	0.730007	NA	NA
ES	IZ398	0.460289	NA	NA	0.604383	NA	NA
ES	IZ399	0.428469	NA	NA	0.609797	NA	NA
ES	IZ400	0.386121	NA	NA	0.507545	NA	NA
ES	IZ401	0.969819	NA	NA	1.16534	NA	NA
ES	IZ402	0.895962	NA	NA	0.968353	NA	NA
ES	IZ403	0.919398	NA	NA	0.916604	NA	NA
ES	IZ404	0.837103	NA	NA	0.93077	NA	NA
ES	IZ405	0.778266	NA	NA	0.919943	NA	NA
ES	IZ406	0.841322	NA	NA	1.01174	NA	NA
ES	IZ407	0.774646	NA	NA	0.848962	NA	NA
ES	IZ408	0.672566	NA	NA	0.76175	NA	NA
ES	IZ409	0.75604	NA	NA	0.771338	NA	NA
ES	IZ410	0.85062	NA	NA	0.988381	NA	NA
ES	IZ411	0.918777	NA	NA	0.924106	NA	NA
ES	IZ412	0.859643	NA	NA	0.761327	NA	NA
ES	IZ413	0.918464	NA	NA	0.727924	NA	NA
ES	IZ414	0.891474	NA	NA	0.716266	NA	NA
ES	IZ415	0.875249	NA	NA	0.712905	NA	NA
ES	IZ416	0.798083	NA	NA	0.69455	NA	NA
ES	IZ417	0.928684	NA	NA	0.578099	NA	NA
ES	IZ418	0.964136	NA	NA	1.20086	NA	NA
ES	IZ419	0.857828	NA	NA	0.964994	NA	NA
ES	IZ420	0.838301	NA	NA	0.712071	NA	NA
ES	IZ421	1.00944	NA	NA	0.891115	NA	NA
ES	IZ422	0.823302	NA	NA	0.70206	NA	NA
ES	IZ423	0.858731	NA	NA	0.700799	NA	NA
ES	IZ424	0.709801	NA	NA	0.828944	NA	NA
ES	IZ425	0.85842	NA	NA	0.776335	NA	NA
ES	IZ426	0.704716	NA	NA	0.679107	NA	NA
ES	IZ427	0.7248	NA	NA	0.617718	NA	NA
ES	IZ428	0.663853	NA	NA	0.520487	NA	NA
ES	IZ429	0.619437	NA	NA	0.518406	NA	NA
ES	IZ430	0.671674	NA	NA	0.565141	NA	NA
ES	IZ431	0.791481	NA	NA	0.635691	NA	NA
ES	IZ432	0.791449	NA	NA	0.520057	NA	NA
ES	IZ433	1.36707	NA	NA	1.11194	NA	NA
ES	IZ434	0.882449	NA	NA	0.947078	NA	NA
ES	IZ435	0.586405	NA	NA	0.689522	NA	NA
ES	IZ438	0.832301	NA	NA	0.749632	NA	NA
ES	IZ439	0.924201	NA	NA	0.838125	NA	NA
ES	IZ440	1.08002	NA	NA	1.08979	NA	NA
ES	IZ441	0.848825	NA	NA	0.896141	NA	NA
ES	IZ442	1.0671	NA	NA	1.24047	NA	NA
ES	IZ443	0.950592	NA	NA	0.79805	NA	NA
ES	IZ444	0.904955	NA	NA	0.835629	NA	NA
ES	IZ445	0.811892	NA	NA	0.812239	NA	NA
ES	IZ446	0.873121	NA	NA	0.964164	NA	NA
ES	IZ447	1.10883	NA	NA	1.12569	NA	NA
ES	IZ448	0.836225	NA	NA	0.77302	NA	NA
ES	IZ449	0.889665	NA	NA	0.924099	NA	NA
ES	IZ450	0.880056	NA	NA	0.916186	NA	NA
ES	IZ451	0.880936	NA	NA	0.705798	NA	NA
ES	IZ452	0.773456	NA	NA	1.00842	NA	NA
ES	IZ453	0.861149	NA	NA	0.969208	NA	NA
ES	IZ454	1.08811	NA	NA	1.04013	NA	NA
ES	IZ455	0.838905	NA	NA	0.757963	NA	NA
ES	IZ456	0.864121	NA	NA	0.900711	NA	NA
ES	IZ457	0.68276	NA	NA	0.728742	NA	NA
ES	IZ458	0.657579	NA	NA	0.71293	NA	NA
ES	IZ460	0.899569	NA	NA	0.867351	NA	NA
ES	IZ461	0.711913	NA	NA	0.737536	NA	NA
ES	IZ462	0.713385	NA	NA	0.716652	NA	NA
