ATAC_peak	RT	ATAC_OCT4.ON	ATAC_OCT4.OFF
ATAC25775	ES	1.18885	1.08654
ATAC25776	ES	1.1004	1.5431
ATAC25777	ES	0.92749	1.40174
ATAC25778	ES	1.97817	2.99057
ATAC25781	ES	0.961262	1.49425
ATAC25782	ES	0.897833	0.85838
ATAC25783	ES	0.771373	0.760586
ATAC25784	ES	1.20995	1.55385
ATAC25785	ES	1.10884	1.72228
ATAC25786	ES	1.54218	1.68877
ATAC25790	ES	1.71592	2.19508
ATAC25791	ES	2.65612	3.17847
ATAC25792	ES	0.906287	0.983182
ATAC25793	ES	1.02874	1.42352
ATAC25794	ES	1.37021	1.34733
ATAC25797	ES	2.27446	1.59714
ATAC25798	ES	1.49874	0.940004
ATAC25799	ES	2.30581	2.23287
ATAC25802	ES	1.38678	1.93929
ATAC25803	ES	1.98155	2.45046
ATAC25804	ES	1.26897	1.36911
ATAC25805	ES	1.56416	1.3474
ATAC25806	ES	1.4206	1.81447
ATAC25812	ES	1.97318	1.95041
ATAC25813	ES	1.06662	1.89046
ATAC25814	ES	0.986314	1.50454
ATAC25815	ES	1.40392	1.37443
ATAC25816	ES	1.45589	1.34739
ATAC25817	ES	1.39126	2.03742
ATAC24068	ES	1.70331	1.58107
ATAC25818	ES	1.71599	1.33666
ATAC25819	ES	0.88537	0.939956
ATAC25820	ES	2.23227	2.67865
ATAC25821	ES	1.04516	1.15141
ATAC25822	ES	2.35121	2.92129
ATAC25823	ES	2.05323	2.17873
ATAC25824	ES	1.06239	1.85543
ATAC25825	ES	1.12569	1.38539
ATAC24069	ES	5.51869	4.44689
ATAC24070	ES	4.64587	3.1508
ATAC24071	ES	1.827	1.40716
ATAC24072	ES	0.826031	0.782058
ATAC24073	ES	0.994924	0.722634
ATAC24074	ES	1.54305	0.901895
ATAC24075	ES	3.07052	2.16393
ATAC24076	ES	2.89206	1.48877
ATAC25845	ES	1.08354	2.00485
ATAC25846	ES	1.48827	1.31196
ATAC24077	ES	3.06516	1.73325
ATAC24078	ES	1.80873	1.38551
ATAC24079	ES	1.02849	0.814913
ATAC24080	ES	1.58096	1.43434
ATAC25851	ES	1.07902	1.5098
ATAC25852	ES	2.67728	3.73806
ATAC25854	ES	0.842977	1.20032
ATAC25855	ES	1.47144	2.22759
ATAC25856	ES	2.49021	3.27938
ATAC25857	ES	1.79602	2.79817
ATAC25858	ES	1.34067	1.05403
ATAC25859	ES	1.54295	2.13507
ATAC25860	ES	2.07845	2.85788
ATAC25861	ES	2.03627	3.21632
ATAC25862	ES	1.3069	1.27137
ATAC25863	ES	1.11639	1.33869
ATAC25864	ES	2.82879	3.57745
ATAC25865	ES	1.0076	1.55931
ATAC25866	ES	1.6864	2.16786
ATAC25867	ES	1.02871	1.41261
ATAC25868	ES	1.32798	1.86881
ATAC25869	ES	1.02026	1.47766
ATAC25872	ES	1.34916	1.9288
ATAC25873	ES	0.973839	0.939841
ATAC25874	ES	1.08322	1.14057
ATAC25875	ES	0.990441	1.16771
ATAC25876	ES	2.00678	2.62406
ATAC25877	ES	1.24373	1.43439
ATAC25878	ES	2.15213	1.99868
ATAC25879	ES	1.98537	2.34688
ATAC25880	ES	2.24269	2.06732
ATAC25881	ES	1.8255	2.26548
ATAC25884	ES	0.935973	1.41806
ATAC25885	ES	1.47148	0.882979
ATAC25886	ES	2.48723	3.31393
ATAC24086	ES	1.71586	1.20608
ATAC24087	ES	1.58104	1.29319
ATAC24088	ES	2.11504	1.37608
ATAC24089	ES	1.55146	1.13554
ATAC24090	ES	2.6056	2.40696
ATAC1275	ES	4.64897	1.40414
ATAC1276	ES	3.24591	2.85936
ATAC1277	ES	0.935889	0.494349
ATAC1290	ES	0.784144	0.565025
ATAC1291	ES	0.839014	0.684542
ATAC1292	ES	2.42838	1.37444
ATAC1293	ES	2.42814	2.24175
ATAC1294	ES	1.10464	0.782395
ATAC1295	ES	3.88005	2.09664
ATAC1302	ES	1.18854	0.923416
ATAC1303	ES	1.84656	0.793344
ATAC1304	ES	2.38409	2.26026
ATAC24148	ES	1.68645	0.825976
ATAC24149	ES	1.38274	1.35285
ATAC24150	ES	3.40636	1.36916
ATAC24151	ES	1.95628	1.85809
ATAC24152	ES	3.10727	3.83027
ATAC24154	ES	3.37409	3.35222
ATAC24155	ES	0.786685	1.21062
ATAC24156	ES	2.77213	3.52885
ATAC24157	ES	2.53582	1.68677
ATAC24158	ES	1.02864	0.983384
ATAC24159	ES	4.04672	4.27539
ATAC24160	ES	2.93492	2.08733
ATAC24178	ES	1.82135	1.02684
ATAC24192	ES	1.02867	0.619412
ATAC24193	ES	1.22266	1.27675
ATAC24194	ES	2.15436	1.11384
ATAC24195	ES	2.06377	0.80967
ATAC24196	ES	2.57576	0.763333
ATAC24197	ES	1.31401	1.17722
ATAC24202	ES	0.868472	0.76597
ATAC24203	ES	2.20035	2.15115
ATAC24204	ES	1.32474	1.68268
ATAC24205	ES	1.52625	1.90158
ATAC24206	ES	2.25891	2.55253
ATAC24207	ES	0.809457	0.929013
ATAC24208	ES	1.50096	1.73317
ATAC24209	ES	2.23023	2.18413
ATAC24210	ES	0.860057	1.14093
ATAC24211	ES	5.49451	5.96726
ATAC24212	ES	2.79078	3.55294
ATAC24233	ES	1.09619	1.26584
ATAC24234	ES	2.52037	1.10274
ATAC24235	ES	3.37931	2.64968
ATAC24236	ES	0.961152	0.505281
ATAC24237	ES	2.03622	2.60208
ATAC111	ES	0.872182	0.673457
ATAC112	ES	1.5136	1.21704
ATAC113	ES	3.33732	1.67826
ATAC114	ES	0.763054	0.418304
ATAC115	ES	0.72938	0.842112
ATAC116	ES	0.889599	0.532588
ATAC1433	ES	5.59906	5.85171
ATAC117	ES	1.07934	0.78252
ATAC24267	ES	0.957016	0.575995
ATAC24268	ES	0.973864	0.532468
ATAC24269	ES	6.45499	6.59057
ATAC24270	ES	1.54734	0.537951
ATAC121	ES	1.20993	0.483417
ATAC24282	ES	0.800992	0.342222
ATAC24283	ES	2.47411	1.3363
ATAC24284	ES	1.62745	2.24945
ATAC122	ES	3.45856	1.56993
ATAC123	ES	1.24374	0.619439
ATAC124	ES	1.82752	1.35272
ATAC1476	ES	0.728992	0.955674
ATAC1477	ES	2.36887	2.62355
ATAC1478	ES	0.746147	0.597734
ATAC1479	ES	1.43764	0.912729
ATAC1480	ES	3.3685	4.13436
ATAC1481	ES	1.72376	1.39584
ATAC1482	ES	2.25129	1.79285
ATAC1483	ES	1.85931	0.988909
ATAC125	ES	1.69046	1.31185
ATAC126	ES	0.763063	0.679113
ATAC1498	ES	2.51857	2.18369
ATAC1499	ES	0.729161	0.526938
ATAC1500	ES	1.74849	1.58537
ATAC1501	ES	2.85186	1.26438
ATAC1502	ES	3.46357	3.13508
ATAC1503	ES	0.79686	0.771687
ATAC1504	ES	1.08345	0.820456
ATAC1505	ES	1.30276	1.29311
ATAC1506	ES	0.813636	1.00506
ATAC1507	ES	2.03635	2.17611
ATAC1508	ES	1.36603	1.22245
ATAC1509	ES	1.23529	1.27666
ATAC1510	ES	2.80787	1.38359
ATAC1511	ES	1.55978	1.01047
ATAC1512	ES	0.995004	0.733522
ATAC1513	ES	1.74314	1.25489
ATAC1514	ES	1.17623	1.29321
ATAC1515	ES	0.889565	1.42891
ATAC1520	ES	1.67777	0.450964
ATAC1521	ES	0.944409	1.11928
ATAC23929	ES	2.15016	2.2928
ATAC23930	ES	1.12149	0.336887
ATAC23931	ES	4.89271	4.91961
ATAC1527	ES	0.762978	0.657358
ATAC1528	ES	1.02032	0.516141
ATAC1529	ES	1.23953	0.999819
ATAC1530	ES	1.13776	1.12937
ATAC1531	ES	1.15097	0.809519
ATAC1532	ES	1.25624	1.55913
ATAC1533	ES	1.1674	1.01563
ATAC1534	ES	0.84274	0.700499
ATAC1535	ES	2.68526	2.72178
ATAC23932	ES	1.29437	1.02684
ATAC1536	ES	1.19312	1.07575
ATAC1537	ES	0.699866	0.635718
ATAC23933	ES	2.19377	2.48297
ATAC1539	ES	0.927452	0.891007
ATAC1540	ES	1.04134	1.04864
ATAC1541	ES	1.02242	1.1519
ATAC1542	ES	2.62238	4.25872
ATAC1543	ES	0.738859	0.819082
ATAC23934	ES	2.37975	2.11057
ATAC24314	ES	3.20839	3.3957
ATAC24315	ES	3.68621	3.41737
ATAC24316	ES	1.34912	0.961634
ATAC24317	ES	1.7781	1.75386
ATAC1553	ES	2.73598	3.06597
ATAC1554	ES	2.80369	2.70037
ATAC23935	ES	2.21753	2.36341
ATAC1555	ES	0.712528	0.673734
ATAC1556	ES	1.7283	1.51563
ATAC1557	ES	0.785168	0.714374
ATAC23936	ES	0.939603	0.537767
ATAC23937	ES	1.1886	1.00494
ATAC23938	ES	1.29367	0.885443
ATAC1560	ES	1.49218	1.87963
ATAC1561	ES	1.5642	2.29818
ATAC23939	ES	1.69908	1.1573
ATAC1562	ES	1.02451	1.4235
ATAC1563	ES	1.05405	1.45071
ATAC1567	ES	1.58522	1.78474
ATAC1568	ES	1.15099	1.67341
ATAC1569	ES	1.13811	1.10272
ATAC1570	ES	1.74055	1.65107
ATAC1571	ES	2.09529	2.22748
ATAC1572	ES	1.27671	1.21078
ATAC1573	ES	2.20501	2.05372
ATAC1574	ES	0.897926	0.347709
ATAC1575	ES	0.626102	0.673671
ATAC1576	ES	1.75364	0.489002
ATAC1577	ES	1.98348	1.88799
ATAC1578	ES	1.3617	0.64659
ATAC1584	ES	1.19733	1.22251
ATAC1585	ES	0.817882	0.885487
ATAC1586	ES	1.27748	1.61908
ATAC1587	ES	0.809508	0.744405
ATAC1588	ES	1.84234	0.700711
ATAC1589	ES	3.89335	3.33035
ATAC1590	ES	1.41658	1.70596
ATAC1591	ES	1.37418	1.01036
ATAC1592	ES	1.54293	1.72588
ATAC1593	ES	1.35758	1.40168
ATAC1594	ES	1.6863	1.43962
ATAC1595	ES	1.72441	1.55389
ATAC24334	ES	1.31327	0.73082
ATAC24335	ES	1.12145	1.14097
ATAC24336	ES	2.36519	1.41248
ATAC1598	ES	1.02019	1.39613
ATAC1599	ES	0.779957	0.668399
ATAC1600	ES	0.855856	0.575941
ATAC1601	ES	1.09179	0.907187
ATAC1602	ES	1.24994	0.831506
ATAC1603	ES	0.7715	0.624731
ATAC1604	ES	0.87686	0.793235
ATAC1605	ES	0.986284	1.35254
ATAC1606	ES	2.39772	1.35771
ATAC1607	ES	1.45026	2.01024
ATAC1608	ES	1.66958	1.18991
ATAC1609	ES	1.15943	0.804128
ATAC1610	ES	1.307	1.54314
ATAC1611	ES	1.39977	1.3039
ATAC1612	ES	1.06249	1.43984
ATAC1613	ES	3.00497	3.31831
ATAC1614	ES	1.91532	1.85976
ATAC1615	ES	2.3631	1.67619
ATAC1616	ES	1.4798	1.6736
ATAC1632	ES	0.948373	0.782254
ATAC1633	ES	1.10035	0.771502
ATAC1634	ES	3.03977	1.50502
ATAC1635	ES	1.01589	0.880064
ATAC1636	ES	0.95689	0.521578
ATAC1637	ES	1.88451	0.771442
ATAC1639	ES	1.21351	0.668019
ATAC1640	ES	1.64846	0.739027
ATAC1641	ES	2.49987	0.728078
ATAC1642	ES	6.02972	3.19801
ATAC1643	ES	2.17133	1.99411
ATAC1644	ES	0.779961	0.391176
ATAC1645	ES	0.851641	1.01062
ATAC1646	ES	0.902264	0.597658
ATAC1649	ES	1.42888	0.537805
ATAC1650	ES	4.63986	2.36752
ATAC1651	ES	1.18468	1.16821
ATAC1652	ES	1.37011	0.863803
ATAC1653	ES	1.88884	1.25243
ATAC24366	ES	4.29765	3.66402
ATAC24367	ES	3.19296	2.97146
ATAC24368	ES	4.09154	4.86516
ATAC23955	ES	1.8928	2.40122
ATAC23956	ES	1.58915	1.29836
ATAC23957	ES	1.01606	0.945312
ATAC23958	ES	0.822123	1.53792
ATAC1747	ES	3.50766	3.09143
ATAC1748	ES	3.93257	1.53149
ATAC1749	ES	3.38552	2.78719
ATAC1750	ES	1.60625	1.48873
ATAC1751	ES	0.750482	0.423797
ATAC1752	ES	1.74008	1.21089
ATAC1753	ES	6.43385	5.38439
ATAC24435	ES	2.1178	0.988951
ATAC24436	ES	0.843234	0.722499
ATAC24437	ES	2.80864	1.07857
ATAC24438	ES	2.31855	1.62372
ATAC24439	ES	0.84312	0.478021
ATAC24440	ES	0.9149	0.771475
ATAC23965	ES	1.36178	1.73318
ATAC23966	ES	1.21424	0.684618
ATAC23967	ES	1.41237	1.55923
ATAC23968	ES	0.948601	1.21165
ATAC23969	ES	0.800979	0.55411
ATAC23970	ES	2.97621	1.95562
ATAC23971	ES	1.96462	2.0646
ATAC24457	ES	0.855831	0.755164
ATAC24458	ES	1.45025	1.07848
ATAC24459	ES	1.65263	1.24964
ATAC24460	ES	2.74048	2.70031
ATAC24461	ES	1.64429	1.29305
ATAC24462	ES	4.07235	4.36256
ATAC24463	ES	1.28169	1.13407
ATAC24464	ES	1.99634	1.79295
ATAC24465	ES	2.89062	2.71284
ATAC24466	ES	1.82893	1.66188
ATAC24487	ES	1.37803	1.23821
ATAC24488	ES	1.71763	2.23248
ATAC24489	ES	1.54263	1.86842
ATAC24490	ES	0.796793	0.891229
ATAC24491	ES	1.58443	2.53053
ATAC24492	ES	2.50859	2.45031
ATAC23974	ES	0.813679	0.668334
ATAC23975	ES	1.59472	1.85541
ATAC23976	ES	2.10351	2.03709
ATAC1836	ES	1.44194	1.02145
ATAC1837	ES	0.66612	0.537794
ATAC24506	ES	2.01004	2.53055
ATAC24507	ES	0.716731	0.700934
ATAC24508	ES	1.97937	2.93103
ATAC24509	ES	1.46511	2.3227
ATAC24510	ES	1.64844	1.70858
ATAC24511	ES	1.55992	1.34762
ATAC24512	ES	0.729355	0.565063
ATAC24513	ES	1.93426	2.18298
ATAC24514	ES	0.788397	0.320549
ATAC24515	ES	1.12565	1.34738
ATAC24521	ES	1.03997	1.28672
ATAC24523	ES	1.16362	0.782433
ATAC24524	ES	0.826348	0.853017
ATAC24525	ES	1.98578	2.32538
ATAC24526	ES	0.826339	1.03218
ATAC24527	ES	1.0792	0.641118
ATAC24528	ES	0.91485	1.14638
ATAC1881	ES	2.39047	2.89575
ATAC1882	ES	0.699874	0.896483
ATAC1883	ES	3.57921	3.35742
ATAC1884	ES	1.55569	2.18404
ATAC1885	ES	1.73277	1.58111
ATAC1886	ES	0.775695	0.662733
ATAC1887	ES	3.08361	3.56894
ATAC1888	ES	3.14098	1.55928
ATAC1889	ES	1.1468	0.967078
ATAC1890	ES	0.872726	0.717196
ATAC1891	ES	2.25982	1.70601
ATAC1892	ES	2.84955	2.21639
ATAC1893	ES	1.29855	1.20071
ATAC1894	ES	1.05392	1.14634
ATAC1895	ES	2.10504	1.34726
ATAC1896	ES	0.981862	0.711572
ATAC1897	ES	1.52162	1.38492
ATAC1898	ES	1.16306	0.999146
ATAC1899	ES	0.999237	1.04868
ATAC1900	ES	0.746067	0.391274
ATAC1901	ES	0.990699	0.597614
ATAC24531	ES	1.15516	0.608389
ATAC24532	ES	1.77918	2.05908
ATAC24533	ES	1.0709	0.738934
ATAC1904	ES	1.09596	0.627378
ATAC1905	ES	3.52047	3.87392
ATAC24534	ES	1.20999	1.62997
ATAC1906	ES	1.95206	1.23883
ATAC1907	ES	1.83826	1.7495
ATAC1908	ES	1.47122	1.21687
ATAC1909	ES	2.01808	1.97768
ATAC1910	ES	1.80451	1.38547
ATAC1911	ES	0.843208	0.804063
ATAC1912	ES	1.08777	0.733408
ATAC1913	ES	0.750478	0.614028
ATAC24556	ES	2.20487	2.46128
ATAC24557	ES	1.19313	1.62992
ATAC24558	ES	2.82033	2.67272
ATAC23980	ES	0.961215	0.668318
ATAC24559	ES	0.994983	1.29308
ATAC23981	ES	0.733604	0.673588
ATAC23982	ES	1.25219	1.80925
ATAC23983	ES	1.37431	1.81177
ATAC24565	ES	2.19439	2.56442
ATAC24566	ES	2.16711	2.8796
ATAC24567	ES	5.07623	5.57459
ATAC24568	ES	0.792598	0.353093
ATAC24569	ES	0.902159	0.787785
ATAC156	ES	2.19108	0.879884
ATAC24583	ES	1.82982	1.16544
ATAC24584	ES	2.52831	1.71613
ATAC24585	ES	1.05396	0.994142
ATAC24586	ES	1.59368	2.00482
ATAC157	ES	3.13672	2.62426
ATAC158	ES	0.817878	0.494359
ATAC24615	ES	1.09613	1.27127
ATAC24616	ES	1.38902	2.08052
ATAC24617	ES	2.01529	2.01568
ATAC24630	ES	1.69491	1.956
ATAC24635	ES	1.86777	2.17332
ATAC24636	ES	1.5978	1.8744
ATAC24637	ES	0.927486	1.08117
ATAC24638	ES	1.95626	2.69489
ATAC24639	ES	0.897622	1.17845
ATAC24640	ES	1.32935	1.18446
ATAC24641	ES	1.36176	1.79835
ATAC2088	ES	0.94013	0.684574
ATAC2089	ES	1.77483	0.70088
ATAC2090	ES	5.77941	5.72011
ATAC2091	ES	3.85324	3.27061
ATAC2092	ES	3.81987	3.18938
ATAC24661	ES	1.81286	0.853012
ATAC24662	ES	1.95186	2.11315
ATAC24663	ES	2.61733	1.80326
ATAC24664	ES	3.5496	2.28721
ATAC24665	ES	1.15061	1.41773
ATAC24666	ES	2.50425	2.5726
ATAC24667	ES	1.97594	2.03744
ATAC24668	ES	1.7328	1.87446
ATAC24669	ES	1.36604	1.79308
ATAC23995	ES	1.02026	1.15186
ATAC23996	ES	1.15092	1.83086
ATAC23997	ES	2.69678	3.09531
ATAC23998	ES	1.00345	0.722499
ATAC23999	ES	1.58528	2.11369
ATAC24000	ES	2.87536	2.79257
ATAC24001	ES	0.771226	0.695217
ATAC2182	ES	1.55771	0.945331
ATAC24002	ES	3.23794	3.2872
ATAC2183	ES	4.40169	4.08676
ATAC2184	ES	2.36729	1.68157
ATAC2185	ES	1.34054	0.689948
ATAC2186	ES	3.60268	1.5376
ATAC2187	ES	2.16289	1.27136
ATAC2188	ES	1.00332	0.570474
ATAC2189	ES	1.3407	1.27142
ATAC24003	ES	1.30695	1.62448
ATAC24004	ES	2.04891	2.48289
ATAC24005	ES	2.06586	2.41228
ATAC24006	ES	0.91907	1.02699
ATAC24007	ES	1.63991	2.70531
ATAC2231	ES	0.808296	0.670917
ATAC2232	ES	5.02293	1.83493
ATAC2233	ES	2.12038	1.09752
ATAC2234	ES	2.74312	1.4705
ATAC24008	ES	0.969361	0.923292
ATAC24009	ES	1.9323	1.99573
ATAC24717	ES	1.44126	0.868942
ATAC24718	ES	2.31838	1.18953
ATAC24719	ES	3.70995	1.7357
ATAC24720	ES	2.39467	2.09722
ATAC24721	ES	1.89268	1.27675
ATAC24722	ES	2.05315	1.79847
ATAC2254	ES	1.23918	0.923351
ATAC2255	ES	1.26475	0.939945
ATAC2256	ES	4.76198	3.43569
ATAC2257	ES	2.89536	2.8239
ATAC2258	ES	1.2309	0.84208
ATAC2259	ES	3.09857	2.74352
ATAC2260	ES	0.821041	0.756556
ATAC2261	ES	2.84491	3.42156
ATAC24741	ES	1.73698	2.01038
ATAC24742	ES	1.38697	0.689806
ATAC24743	ES	1.58104	1.20086
ATAC24744	ES	0.838963	1.3039
ATAC24748	ES	0.994435	1.0589
ATAC24749	ES	1.31123	1.48873
ATAC24750	ES	1.0835	1.19526
ATAC24751	ES	0.973898	0.771562
ATAC24752	ES	1.34493	1.52121
ATAC24753	ES	1.39132	1.63569
ATAC24754	ES	1.48404	2.0337
ATAC24755	ES	1.27308	1.65138
ATAC24756	ES	2.08553	3.01729
ATAC24757	ES	1.45435	1.83891
ATAC24765	ES	0.822144	0.923656
ATAC24766	ES	1.38423	1.70595
ATAC24767	ES	2.38572	2.94925
ATAC24768	ES	1.94361	2.42863
ATAC24769	ES	1.30692	1.91735
ATAC24770	ES	1.37015	1.64089
ATAC24771	ES	2.05326	2.87967
ATAC24772	ES	1.3365	1.47256
ATAC24773	ES	1.21409	0.820444
ATAC24774	ES	1.06949	1.48874
ATAC24775	ES	1.71933	2.25922
ATAC24776	ES	1.10869	1.09719
ATAC24777	ES	1.14255	1.69517
ATAC24778	ES	1.34904	1.67329
ATAC24779	ES	2.8712	3.84137
ATAC24780	ES	1.04499	1.1618
ATAC24781	ES	0.914757	1.37996
ATAC24782	ES	1.72416	2.61836
ATAC24783	ES	1.15099	1.27138
ATAC24784	ES	3.1873	4.14523
ATAC24785	ES	1.20145	1.51571
ATAC24786	ES	1.77923	2.55373
ATAC24787	ES	2.13047	2.71823
ATAC24788	ES	1.88884	3.03181
ATAC24799	ES	2.12493	2.29294
ATAC24800	ES	1.63146	1.74393
ATAC24801	ES	4.16135	4.86817
ATAC24802	ES	1.20572	1.72224
ATAC2323	ES	0.699874	0.494419
ATAC2324	ES	2.8561	2.14309
ATAC2325	ES	1.81708	1.77118
ATAC2326	ES	1.73591	1.02643
ATAC2327	ES	1.11725	1.03231
ATAC2333	ES	1.65677	0.934321
ATAC2334	ES	1.48407	1.45619
ATAC2335	ES	2.25143	2.1026
ATAC2336	ES	2.15181	1.84419
ATAC2337	ES	1.00341	0.939918
ATAC2338	ES	1.34913	1.38002
ATAC2339	ES	1.14663	1.19525
ATAC2340	ES	1.15939	1.09192
ATAC2341	ES	1.22681	1.2551
ATAC2342	ES	3.77117	3.52343
ATAC2343	ES	2.09753	2.10261
ATAC2344	ES	1.33649	1.29306
ATAC2345	ES	1.67377	2.04824
ATAC2346	ES	2.60137	2.88507
ATAC2347	ES	2.24289	2.61869
ATAC2348	ES	1.24367	1.22236
ATAC2349	ES	2.73088	1.10804
ATAC2350	ES	3.29248	3.48777
ATAC2351	ES	1.7958	1.9556
ATAC2352	ES	1.98567	2.15693
ATAC2353	ES	0.754639	0.765986
ATAC2355	ES	1.26057	1.26599
ATAC2356	ES	0.952838	0.880102
ATAC2357	ES	1.07902	1.40141
ATAC2358	ES	2.61401	2.59179
ATAC2359	ES	2.27841	2.58301
ATAC2360	ES	1.16363	0.896565
ATAC2361	ES	1.07077	0.793219
ATAC2362	ES	3.34748	1.80383
ATAC2363	ES	4.94757	4.90896
ATAC2364	ES	1.66501	1.36889
ATAC2365	ES	2.25546	2.25467
ATAC2366	ES	2.26803	2.04261
ATAC2367	ES	3.24722	2.50102
ATAC2379	ES	0.817924	0.657402
ATAC2380	ES	2.20812	2.04172
ATAC2381	ES	2.60091	2.33028
ATAC24818	ES	1.00766	0.945329
ATAC24819	ES	1.63988	0.630165
ATAC24820	ES	1.7159	1.03228
ATAC24821	ES	0.978072	0.657451
ATAC24823	ES	1.151	0.603083
ATAC24824	ES	1.69487	2.33619
ATAC24825	ES	0.864285	0.385693
ATAC24826	ES	1.29827	1.21408
ATAC24827	ES	0.994835	1.28762
ATAC24829	ES	0.79678	0.858466
ATAC24830	ES	0.96972	0.972523
ATAC24831	ES	1.18416	0.912321
ATAC24832	ES	3.50361	3.75977
ATAC24864	ES	1.83811	2.222
ATAC24865	ES	1.85934	2.32016
ATAC24866	ES	2.46217	2.49381
ATAC24867	ES	1.07901	1.07031
ATAC24868	ES	1.52196	1.57018
ATAC24869	ES	4.37848	5.29804
ATAC24870	ES	1.22689	1.29316
ATAC24871	ES	1.19305	1.217
ATAC24872	ES	1.59793	2.00488
ATAC24873	ES	1.73706	2.04846
ATAC24874	ES	1.48609	1.77123
ATAC24875	ES	1.52398	2.22468
ATAC24876	ES	1.3534	1.57565
ATAC24877	ES	1.31536	1.41808
ATAC24880	ES	1.07506	1.1899
ATAC24881	ES	3.55794	4.29165
ATAC24882	ES	1.30197	1.78088
ATAC24883	ES	1.42924	1.92336
ATAC24884	ES	1.77078	2.26021
ATAC24885	ES	1.0666	0.977902
ATAC24886	ES	1.0159	1.7819
ATAC24887	ES	0.893739	0.662879
ATAC24888	ES	1.6737	0.738782
ATAC24889	ES	1.48402	1.74946
ATAC24890	ES	1.74828	2.03735
ATAC24891	ES	1.70334	1.97773
ATAC24892	ES	1.78272	1.75411
ATAC24894	ES	0.851611	0.99431
ATAC24895	ES	0.822149	0.505313
ATAC24896	ES	0.990551	1.68911
ATAC24897	ES	1.23531	1.28228
ATAC24898	ES	0.822136	0.988914
ATAC24899	ES	0.742007	0.787752
ATAC24900	ES	1.04551	0.956256
ATAC24901	ES	1.45877	0.84208
ATAC24902	ES	1.85461	2.27582
ATAC24903	ES	0.754677	0.78792
ATAC24904	ES	1.39491	1.60757
ATAC24905	ES	0.940147	1.27662
ATAC24907	ES	1.12549	0.700776
ATAC24908	ES	1.11302	0.809508
ATAC24909	ES	0.935846	1.08111
ATAC24910	ES	1.36576	1.49919
ATAC24921	ES	1.69902	1.99925
ATAC24922	ES	1.70747	1.41435
ATAC24923	ES	2.02745	2.14023
ATAC24924	ES	1.71174	2.02118
ATAC24925	ES	1.8379	2.3685
ATAC24926	ES	1.38683	1.69997
ATAC24927	ES	1.31961	0.896456
ATAC24928	ES	1.08742	0.966921
ATAC24929	ES	1.55998	0.505275
ATAC24930	ES	1.18017	0.711577
ATAC24931	ES	0.999047	1.70579
ATAC24932	ES	1.11729	0.706286
ATAC24933	ES	2.87115	3.74386
ATAC24934	ES	1.4924	1.99381
ATAC24935	ES	0.779502	0.944785
ATAC24936	ES	0.990766	1.65712
ATAC24937	ES	1.69902	2.67825
ATAC24938	ES	2.59913	2.95827
ATAC24939	ES	1.47112	1.29283
ATAC24940	ES	1.50065	1.89568
ATAC24941	ES	1.37797	1.51484
ATAC24942	ES	0.809491	1.03781
ATAC2553	ES	1.16769	0.891039
ATAC2554	ES	5.90032	5.02302
ATAC24943	ES	0.965486	1.04327
ATAC24944	ES	1.13836	1.53771
ATAC2555	ES	4.56291	3.42889
ATAC2556	ES	2.80137	0.948051
ATAC2557	ES	2.40952	1.85005
ATAC2558	ES	1.61418	1.07542
ATAC2559	ES	3.83651	2.61621
ATAC24947	ES	1.19294	1.77081
ATAC24948	ES	1.09619	1.62452
ATAC24949	ES	0.931723	1.60811
ATAC24950	ES	1.39975	2.05925
ATAC24951	ES	1.55995	1.73311
ATAC24955	ES	1.90145	1.79831
ATAC24956	ES	0.876956	0.776952
ATAC2582	ES	1.45877	1.36916
ATAC2583	ES	1.15936	0.814903
ATAC2584	ES	0.864222	0.532376
ATAC2585	ES	1.68643	1.85808
ATAC2586	ES	2.2598	2.29843
ATAC2587	ES	0.923261	1.33644
ATAC2589	ES	0.940189	1.03235
ATAC24965	ES	1.52201	0.907421
ATAC24966	ES	1.16785	0.880232
ATAC2590	ES	1.35722	0.662608
ATAC24967	ES	0.78836	0.651942
ATAC24968	ES	1.48759	1.62915
ATAC2591	ES	1.37862	1.45796
ATAC2592	ES	0.927562	1.07587
ATAC2593	ES	2.55482	3.39003
ATAC24974	ES	1.19308	1.29852
ATAC24975	ES	1.55986	0.901707
ATAC24976	ES	2.05749	2.4938
ATAC24977	ES	1.70331	1.71148
ATAC24978	ES	1.20578	1.11919
ATAC24979	ES	1.21418	0.353131
ATAC24980	ES	0.885379	0.91281
ATAC24981	ES	1.18021	1.48838
ATAC24982	ES	1.12534	0.749659
ATAC24983	ES	1.15097	1.12492
ATAC24984	ES	1.12572	1.13015
ATAC24985	ES	1.51737	1.47739
ATAC24988	ES	1.33637	1.51579
ATAC24989	ES	2.22989	1.7222
ATAC2612	ES	2.26158	2.0018
ATAC2613	ES	1.7918	1.97764
ATAC2615	ES	1.58481	1.94997
ATAC2616	ES	1.36178	1.2387
ATAC2617	ES	1.81227	2.2649
ATAC2618	ES	1.47141	1.51588
ATAC2619	ES	2.95957	3.53148
ATAC2620	ES	0.919125	0.994305
ATAC2621	ES	3.39781	4.19403
ATAC2622	ES	0.961285	0.877497
ATAC2623	ES	3.64173	1.41512
ATAC2624	ES	2.34765	2.8135
ATAC2625	ES	1.34876	1.46645
ATAC2628	ES	1.54721	2.19216
ATAC2638	ES	3.383	3.87838
ATAC2639	ES	0.758863	0.613979
ATAC2640	ES	1.78113	1.16528
